age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,remark,pline,track,hhead,respond,year,returnee
52.0,12.0,,4.0,1,1734900.0,59410.0,,57760.004,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,,1.0,1.0,201101151,,2.0,1,1.0,1.0,2015.0,1.0
22.0,16.0,,5.0,0,81820.45,4104.0,,47617.332,,0.0,1.0,1.0,1.0,0.0,,4.0,,,,2.0,1.0,2015029927,,1.0,0,0.0,1.0,2015.0,0.0
27.0,12.0,39999.99609375,3.0,0,991816.7,208105.0,370000.0,78239.766,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013017831,,1.0,1,0.0,1.0,2015.0,1.0
43.0,9.0,0.0,4.0,1,1142450.0,162684.0,50000.0,199000.02,,0.0,0.0,2.0,2.0,1.0,,2.0,0.0,0.0,0.0,1.0,1.0,2013018154,,1.0,1,1.0,0.0,2015.0,1.0
29.0,16.0,,1.0,0,304164.06,31140.0,,29000.0,,1.0,,1.0,,,,,,,0.0,1.0,2.0,2013004989,,3.0,1,0.0,0.0,2015.0,0.0
29.0,9.0,58000.0234375,4.0,0,54741.46,153520.0,126000.0,18220.002,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,,1.0,1.0,2.0,201105935,,4.0,1,0.0,0.0,2015.0,1.0
42.0,9.0,,1.0,0,149406.67,17305.0,150000.0,15883.725,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013004528,,3.0,1,0.0,0.0,2015.0,0.0
31.0,9.0,,3.0,0,197990.0,31395.0,,7649.9995,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013023758,,4.0,1,0.0,0.0,2015.0,0.0
34.0,12.0,,2.0,1,1520000.0,100200.0,580000.0,160800.03,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,1.0,1.0,2015025555,,1.0,0,1.0,1.0,2015.0,0.0
52.0,15.0,,4.0,0,797546.75,10000.0,,26720.0,2999.9990234375,1.0,0.0,2.0,1.0,0.0,,2.0,,0.0,,1.0,1.0,2013024748,,1.0,1,1.0,1.0,2015.0,1.0
50.0,23.0,129999.96875,3.0,1,3067360.0,382500.0,,104664.41,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015011894,,2.0,0,1.0,0.0,2015.0,1.0
45.0,6.0,39999.99609375,3.0,0,109300.0,53575.0,,32679.996,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2015030421,,1.0,0,0.0,1.0,2015.0,1.0
54.0,6.0,,4.0,0,810728.06,94600.0,,43459.996,,1.0,,2.0,,,,,,,,1.0,2.0,2013023220,,2.0,1,0.0,0.0,2015.0,0.0
34.0,12.0,53000.0,3.0,0,321108.28,73000.0,1300.0,72799.99,,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015030772,,1.0,0,1.0,1.0,2015.0,1.0
25.0,9.0,,4.0,1,144374.66,12073.0,,26668.002,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,0.0,1.0,1.0,201105956,,5.0,1,0.0,0.0,2015.0,0.0
51.0,9.0,,3.0,0,292756.25,-49126.0,16500.0,20119.793,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2015003257,,1.0,0,1.0,1.0,2015.0,1.0
26.0,15.0,,8.0,0,412741.44,45200.0,,31649.998,,1.0,,1.0,,,,,,,0.0,1.0,1.0,2013013172,,7.0,1,0.0,0.0,2015.0,0.0
19.0,9.0,,3.0,1,220700.0,12397.0,,60261.84,,1.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,2.0,2.0,2015011971,,3.0,0,0.0,0.0,2015.0,0.0
21.0,16.0,,2.0,0,6345040.5,3044600.0,,118463.73,,1.0,0.0,1.0,1.0,0.0,,2.0,,,0.0,1.0,1.0,2015010490,,3.0,0,0.0,0.0,2015.0,0.0
32.0,12.0,20000.00390625,4.0,0,279593.47,76149.0,,61559.992,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013017627,,3.0,1,0.0,0.0,2015.0,1.0
25.0,12.0,35999.984375,4.0,0,1431521.9,76280.0,150000.0,26689.148,,1.0,0.0,1.0,1.0,1.0,,,,0.0,0.0,1.0,1.0,2015034604,,4.0,0,0.0,0.0,2015.0,0.0
24.0,6.0,24999.994140625,3.0,0,212964.05,35396.0,,47752.008,8000.00048828125,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013024544,,4.0,1,0.0,0.0,2015.0,0.0
21.0,12.0,,6.0,0,631200.0,14010.0,,11860.0,,0.0,1.0,2.0,1.0,1.0,,,,0.0,0.0,1.0,1.0,2013024428,,6.0,1,0.0,0.0,2015.0,0.0
34.0,9.0,,4.0,0,174798.72,11150.0,,21008.0,,1.0,,2.0,,,,,,,0.0,1.0,2.0,201105694,,5.0,1,0.0,0.0,2015.0,0.0
44.0,9.0,59999.98046875,3.0,1,733500.0,103670.0,,38940.0,2100.00048828125,1.0,0.0,2.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,2.0,1.0,201108177,,2.0,1,0.0,0.0,2015.0,0.0
42.0,9.0,29999.9921875,2.0,0,131400.0,37000.0,50000.0,19700.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015027161,,2.0,0,0.0,0.0,2015.0,1.0
41.0,9.0,7200.0,3.0,0,481500.0,67400.0,10000.0,74180.22,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,201103253,,2.0,1,0.0,0.0,2015.0,1.0
53.0,0.0,23999.998046875,2.0,0,140149.33,36846.0,,15544.383,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013013666,,2.0,1,0.0,0.0,2015.0,1.0
24.0,9.0,18154.388671875,3.0,0,21155.855,25922.0,8000.0,2306.0,,1.0,1.0,1.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013024314,,3.0,1,0.0,0.0,2015.0,0.0
25.0,9.0,,5.0,0,1398394.2,24640.0,5000.0,29841.379,,0.0,,1.0,,,,,,,0.0,1.0,2.0,2013011421,,5.0,1,0.0,0.0,2015.0,0.0
41.0,16.0,79999.9609375,1.0,0,1020000.0,125000.0,305000.0,107600.0,10000.0029296875,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2013008015,,1.0,1,1.0,1.0,2015.0,0.0
25.0,,,3.0,2,3009488.8,246100.0,520000.0,391461.1,,1.0,,,,1.0,,,,,,2.0,1.0,2015006609,,3.0,0,0.0,0.0,2015.0,0.0
56.0,6.0,,3.0,1,2828306.8,269000.0,,74826.84,100000.015625,0.0,,2.0,3.0,0.0,2.0,1.0,,0.0,,1.0,3.0,2013000775,,2.0,1,0.0,0.0,2015.0,0.0
38.0,9.0,,3.0,0,437145.66,10485.0,,17303.998,,1.0,,2.0,,,,,,,0.0,2.0,2.0,201104078,,3.0,1,0.0,0.0,2015.0,0.0
44.0,9.0,,3.0,0,423467.56,10660.0,20000.0,13260.0,,0.0,,2.0,,,,,,,1.0,1.0,2.0,2013005008,,4.0,1,0.0,0.0,2015.0,0.0
49.0,12.0,,3.0,0,2452000.0,604000.0,1040000.0,140500.0,,1.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,0.0,2.0,1.0,2015022265,,3.0,0,0.0,0.0,2015.0,1.0
26.0,9.0,,4.0,1,283700.0,53754.0,302700.0,75099.99,,1.0,1.0,2.0,1.0,0.0,,3.0,,0.0,0.0,1.0,1.0,2013004209,,3.0,1,0.0,1.0,2015.0,1.0
44.0,0.0,,3.0,0,14940.0,24691.0,40000.0,11999.998,,0.0,1.0,2.0,3.0,0.0,3.0,3.0,,0.0,0.0,1.0,3.0,2013018544,,1.0,1,0.0,1.0,2015.0,1.0
26.0,9.0,,3.0,0,86345.38,20696.0,,9932.552,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,1.0,2.0,2015035327,,3.0,0,0.0,0.0,2015.0,1.0
42.0,16.0,,2.0,1,6005179.5,308800.0,,63079.996,,1.0,,1.0,,,,,,,0.0,1.0,1.0,201100335,,2.0,1,0.0,0.0,2015.0,0.0
25.0,16.0,,4.0,0,690185.9,89000.0,,23223.844,,0.0,0.0,1.0,3.0,0.0,2.0,1.0,,1.0,,1.0,2.0,2013015803,,4.0,1,0.0,0.0,2015.0,1.0
31.0,16.0,59999.98046875,2.0,0,613260.0,189000.0,253000.0,50600.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,201104466,,2.0,1,0.0,0.0,2015.0,0.0
48.0,12.0,,5.0,0,11167.861,24000.0,,25540.0,,1.0,,2.0,,,,,,,,2.0,1.0,2013015361,,2.0,1,0.0,0.0,2015.0,0.0
50.0,9.0,,5.0,0,335000.0,68090.0,,14922.998,1550.0003662109375,1.0,1.0,2.0,3.0,1.0,,3.0,,0.0,,1.0,1.0,2013017642,,1.0,1,1.0,1.0,2015.0,1.0
38.0,15.0,23999.998046875,2.0,1,1376437.1,75000.0,,228900.03,,0.0,1.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,1.0,1.0,2013001184,,1.0,1,0.0,1.0,2015.0,0.0
35.0,6.0,,5.0,0,47387.754,-1000.0,17000.0,25680.0,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013024523,,3.0,1,0.0,0.0,2015.0,0.0
52.0,6.0,,5.0,0,122625.0,31795.0,100000.0,16220.002,,1.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,0.0,1.0,1.0,2013025991,,1.0,1,1.0,1.0,2015.0,1.0
44.0,6.0,,2.0,0,12884.057,24588.0,,63560.004,,1.0,1.0,2.0,,,,3.0,,,0.0,1.0,1.0,2013011645,,1.0,1,0.0,0.0,2015.0,0.0
51.0,12.0,,5.0,0,512867.0,22167.0,120000.0,87236.61,,1.0,1.0,2.0,2.0,0.0,,3.0,,0.0,,1.0,2.0,201106942,,2.0,1,0.0,0.0,2015.0,1.0
32.0,9.0,,5.0,0,491000.0,187000.0,,50386.65,,1.0,,1.0,,,,,,,0.0,1.0,1.0,2013027011,,5.0,1,0.0,0.0,2015.0,0.0
28.0,19.0,,3.0,0,157000.0,44400.0,,36984.0,,0.0,,1.0,,,,,,,0.0,1.0,1.0,201101229,,3.0,1,0.0,0.0,2015.0,0.0
38.0,9.0,20000.00390625,2.0,1,183550.0,20400.0,20000.0,125051.03,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,2.0,1.0,2013014393,,1.0,1,1.0,0.0,2015.0,0.0
32.0,6.0,29999.9921875,2.0,0,307995.2,66176.0,28038.012,38592.64,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2013013766,,7.0,1,0.0,0.0,2015.0,1.0
27.0,15.0,39999.99609375,1.0,0,45500.004,44160.0,16000.0,40500.0,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2013027512,,1.0,1,1.0,1.0,2015.0,1.0
25.0,15.0,23999.998046875,1.0,0,6336.0396,27000.0,,34200.0,,0.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,,2.0,1.0,2015035305,,1.0,0,1.0,1.0,2015.0,0.0
21.0,6.0,3499.99951171875,4.0,0,512500.0,14669.0,,19418.4,,1.0,0.0,1.0,1.0,1.0,,2.0,0.0,0.0,,1.0,2.0,2013012018,,2.0,1,0.0,0.0,2015.0,0.0
30.0,9.0,59999.98046875,6.0,0,194600.0,205230.0,40000.0,36860.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,201107785,,6.0,1,0.0,0.0,2015.0,0.0
20.0,9.0,,4.0,0,6300.0,4380.0,,37630.0,,0.0,,1.0,,,,,,,0.0,1.0,2.0,2013023685,,3.0,1,0.0,0.0,2015.0,0.0
43.0,16.0,35999.984375,2.0,1,1569922.6,41000.0,150000.0,76399.99,,1.0,,2.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2015016921,,2.0,0,1.0,0.0,2015.0,1.0
29.0,9.0,,3.0,0,2850.0,46800.0,,29460.998,,0.0,,1.0,,,,,,,,2.0,1.0,201101313,,3.0,1,0.0,0.0,2015.0,0.0
23.0,16.0,,3.0,2,7328000.0,233500.0,500000.0,512800.0,,1.0,0.0,1.0,1.0,0.0,,7.0,,,0.0,1.0,1.0,201107684,,1.0,1,0.0,0.0,2015.0,0.0
47.0,6.0,,3.0,0,1835000.0,122000.0,200000.0,690639.94,,0.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2013007906,,2.0,1,0.0,0.0,2015.0,0.0
51.0,9.0,35999.984375,3.0,0,180730.0,80174.0,75000.0,57569.996,,1.0,,2.0,2.0,1.0,2.0,,0.0,0.0,,1.0,2.0,2015030630,,1.0,0,1.0,1.0,2015.0,1.0
39.0,9.0,20000.00390625,2.0,0,144000.0,20952.0,2000.0,17544.002,,1.0,1.0,2.0,2.0,1.0,,,0.0,0.0,0.0,1.0,2.0,2013002777,,4.0,1,1.0,0.0,2015.0,1.0
21.0,16.0,,3.0,0,2225397.2,124823.0,,21280.0,,1.0,0.0,1.0,1.0,0.0,,7.0,,,0.0,1.0,2.0,2015026215,,5.0,0,0.0,0.0,2015.0,0.0
33.0,12.0,48000.01171875,4.0,0,235420.94,77800.0,70000.0,31268.004,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2015012194,,5.0,0,0.0,0.0,2015.0,1.0
34.0,16.0,38994.453125,2.0,0,60131.004,65063.0,4000.0,157888.0,,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2015000034,,1.0,0,1.0,1.0,2015.0,1.0
51.0,6.0,35000.0,3.0,1,270714.06,35000.0,,40498.992,6595.537109375,1.0,1.0,2.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,2015015073,,1.0,0,1.0,1.0,2015.0,1.0
28.0,6.0,,3.0,0,468811.53,500.0,,22572.46,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,3.0,2015006743,,2.0,0,0.0,0.0,2015.0,0.0
48.0,6.0,,3.0,0,11480.0,1200.0,,24049.002,,1.0,,2.0,,,,,,,0.0,2.0,1.0,2013021195,,2.0,1,0.0,0.0,2015.0,0.0
43.0,9.0,29999.9921875,2.0,0,1080250.0,78645.0,,63740.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2015014100,,1.0,0,1.0,1.0,2015.0,0.0
52.0,12.0,,4.0,0,206541.66,21000.0,,28643.996,,1.0,,2.0,,,,,,,,1.0,2.0,201104856,,2.0,1,0.0,0.0,2015.0,0.0
36.0,9.0,10000.0029296875,2.0,0,311400.0,12510.0,66000.0,30840.148,,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,,1.0,1.0,2015020183,,1.0,0,1.0,1.0,2015.0,1.0
37.0,23.0,,2.0,0,4471036.5,126000.0,,187793.89,,0.0,,2.0,,,,,,,0.0,1.0,1.0,2013001755,,4.0,1,0.0,0.0,2015.0,0.0
23.0,9.0,,4.0,1,349362.8,123709.0,45000.0,28100.0,,1.0,1.0,1.0,2.0,1.0,,,,0.0,0.0,1.0,2.0,2015008426,,3.0,0,0.0,0.0,2015.0,1.0
30.0,6.0,,2.0,0,22936.617,2615.0,65000.0,43620.0,37000.015625,0.0,1.0,2.0,3.0,0.0,3.0,3.0,,0.0,0.0,1.0,1.0,2013026611,,1.0,1,0.0,0.0,2015.0,1.0
58.0,,,3.0,0,1412115.2,0.0,280000.0,35386.15,,0.0,,2.0,,0.0,,,,,0.0,1.0,2.0,2015010755,,2.0,0,0.0,0.0,2015.0,0.0
44.0,6.0,,4.0,1,834000.0,129172.0,25000.0,126987.984,,0.0,1.0,2.0,2.0,0.0,,3.0,,0.0,0.0,1.0,1.0,2013015348,,2.0,1,0.0,0.0,2015.0,0.0
29.0,16.0,,4.0,0,347142.8,30200.0,,29160.0,,1.0,,1.0,,,,,,,,2.0,2.0,201104113,,3.0,1,0.0,0.0,2015.0,0.0
50.0,0.0,,3.0,0,137333.44,11500.0,,25670.0,,0.0,1.0,2.0,2.0,1.0,,3.0,,0.0,1.0,1.0,1.0,2013018809,,1.0,1,0.0,1.0,2015.0,1.0
52.0,6.0,,8.0,0,1390603.2,148012.0,35000.0,98644.69,,0.0,1.0,2.0,,,,3.0,,,0.0,1.0,2.0,2013020980,,2.0,1,0.0,0.0,2015.0,0.0
55.0,0.0,,2.0,0,46922.16,24000.0,,34961.633,,0.0,0.0,2.0,1.0,0.0,5.0,,,0.0,,2.0,1.0,2015028979,,1.0,0,1.0,1.0,2015.0,0.0
51.0,9.0,,3.0,0,45340.0,29460.0,10000.0,59131.21,,0.0,1.0,2.0,2.0,1.0,,3.0,,0.0,0.0,1.0,1.0,2013023823,,2.0,1,0.0,0.0,2015.0,1.0
38.0,15.0,35000.0,2.0,1,3708955.5,651760.0,1000000.0,106582.49,10000.0029296875,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,2013015328,,2.0,1,0.0,0.0,2015.0,1.0
36.0,9.0,29999.9921875,2.0,0,515172.75,85932.0,,10304.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015016012,,4.0,0,0.0,0.0,2015.0,1.0
36.0,9.0,24999.994140625,4.0,0,646521.9,128889.0,,54399.992,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,1.0,1.0,201102774,,3.0,1,0.0,0.0,2015.0,1.0
51.0,9.0,24999.994140625,4.0,0,65086.086,25011.0,,115238.22,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,2.0,1.0,2015026180,,2.0,0,0.0,0.0,2015.0,0.0
29.0,9.0,,3.0,1,586179.9,85351.0,,60421.004,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,0.0,1.0,1.0,2013023301,,3.0,1,0.0,0.0,2015.0,1.0
27.0,16.0,50000.0078125,1.0,0,137187.9,58000.0,,55700.5,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,2.0,1.0,2015023769,,1.0,0,1.0,1.0,2015.0,0.0
24.0,12.0,22790.990234375,1.0,0,44000.0,23841.0,,7200.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,3.0,1.0,2015001908,,1.0,0,1.0,1.0,2015.0,0.0
47.0,15.0,149999.953125,2.0,2,5933000.0,470000.0,173000.0,170100.0,,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,2015017009,,1.0,0,1.0,1.0,2015.0,1.0
25.0,15.0,70000.03125,1.0,2,4225000.0,115000.0,,91150.01,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,2.0,1.0,2015006000,,1.0,0,1.0,1.0,2015.0,0.0
29.0,6.0,6725.20556640625,4.0,0,107155.95,45399.0,99500.0,10430.224,,0.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013012342,,4.0,1,0.0,0.0,2015.0,0.0
30.0,6.0,,3.0,0,98850.0,15735.0,25000.0,43650.0,,1.0,,1.0,,,,,,,0.0,1.0,2.0,2013024534,,4.0,1,0.0,0.0,2015.0,0.0
55.0,9.0,,5.0,0,905440.0,21050.0,,9485.445,,0.0,,3.0,,,,,,,,1.0,2.0,2013025462,,5.0,1,0.0,0.0,2015.0,0.0
50.0,12.0,14220.0029296875,2.0,0,143449.5,14220.0,,22827.508,,1.0,1.0,2.0,2.0,1.0,,,0.0,0.0,0.0,2.0,2.0,2013013651,,2.0,1,1.0,0.0,2015.0,1.0
34.0,9.0,15000.00390625,3.0,0,196000.0,30205.0,,10180.001,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,201103853,,4.0,1,0.0,0.0,2015.0,1.0
37.0,6.0,,3.0,0,231940.0,14650.0,,17660.004,,1.0,,2.0,,,,,,,0.0,1.0,3.0,2013027836,,3.0,1,0.0,0.0,2015.0,0.0
40.0,6.0,,3.0,0,108695.586,500.0,,63300.0,,1.0,0.0,2.0,2.0,1.0,,,0.0,0.0,,1.0,1.0,2015013926,,3.0,0,0.0,0.0,2015.0,0.0
40.0,9.0,,3.0,0,121510.12,3380.0,200000.0,9445.999,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013011378,,7.0,1,0.0,0.0,2015.0,0.0
23.0,12.0,42000.0,5.0,0,1132480.0,260511.0,,29577.209,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013011931,,5.0,1,0.0,0.0,2015.0,0.0
28.0,16.0,3499.99951171875,3.0,1,1966015.2,40200.0,,124399.984,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013005945,,1.0,1,1.0,1.0,2015.0,1.0
32.0,9.0,,5.0,0,16010.0,49329.0,4750.0,15640.0,,0.0,,2.0,,,,,,,0.0,1.0,1.0,2013027153,,5.0,1,0.0,0.0,2015.0,0.0
51.0,9.0,,4.0,0,14880.914,58130.0,160000.0,13237.16,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2015017829,,1.0,0,1.0,1.0,2015.0,0.0
49.0,16.0,0.0,3.0,1,6856820.5,2000012.0,,1000000.0,,1.0,,2.0,1.0,1.0,5.0,1.0,1.0,1.0,,2.0,1.0,2013000374,,2.0,1,1.0,0.0,2015.0,0.0
42.0,9.0,23999.998046875,4.0,1,400616.0,149307.0,,153700.02,,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2013006238,,4.0,1,0.0,0.0,2015.0,0.0
38.0,9.0,,1.0,0,58450.0,14978.0,40000.0,16910.0,,1.0,1.0,1.0,3.0,0.0,3.0,3.0,,0.0,0.0,1.0,2.0,2013024362,,2.0,1,1.0,0.0,2015.0,1.0
27.0,12.0,,6.0,0,184742.27,8635.0,47000.0,74700.41,,0.0,,1.0,,,,,,,,1.0,2.0,2013024469,,4.0,1,0.0,0.0,2015.0,0.0
41.0,9.0,,4.0,0,15383.847,31343.0,,35299.996,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013027943,,4.0,1,0.0,0.0,2015.0,0.0
43.0,15.0,,2.0,0,234121.83,114898.0,,87975.81,,1.0,0.0,2.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,2.0,2015024740,,3.0,0,0.0,0.0,2015.0,0.0
59.0,6.0,,7.0,0,2417000.0,9548.0,810000.0,37936.0,,0.0,,2.0,,,,,,,,1.0,2.0,2013019603,,2.0,1,0.0,0.0,2015.0,0.0
41.0,12.0,,2.0,0,341910.4,20000.0,,36491.996,,1.0,0.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,2015004086,,2.0,0,0.0,0.0,2015.0,0.0
52.0,12.0,24999.994140625,3.0,0,620428.44,78410.0,,35956.133,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2015025132,,1.0,0,1.0,1.0,2015.0,0.0
36.0,9.0,,2.0,1,670096.44,32000.0,,35799.996,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,1.0,1.0,2015011548,,1.0,0,1.0,1.0,2015.0,0.0
27.0,15.0,9864.3037109375,3.0,0,566743.9,37467.0,,23200.0,,1.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,,1.0,3.0,2015033729,,3.0,0,0.0,0.0,2015.0,1.0
53.0,9.0,39999.99609375,5.0,1,228465.31,110293.0,,32012.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013015133,,2.0,1,1.0,0.0,2015.0,1.0
28.0,15.0,,4.0,1,1067500.0,145950.0,,94576.01,,1.0,,2.0,,,,,,,0.0,1.0,1.0,201101100,,3.0,1,0.0,0.0,2015.0,0.0
26.0,15.0,,3.0,0,789371.4,50000.0,100000.0,22052.832,,0.0,0.0,1.0,2.0,1.0,,,,0.0,,1.0,1.0,2015015220,,3.0,0,0.0,0.0,2015.0,1.0
41.0,6.0,,2.0,1,205700.0,48909.0,200000.0,27949.996,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2015026786,,1.0,0,1.0,1.0,2015.0,0.0
20.0,9.0,8000.00048828125,5.0,0,144973.22,76590.0,50000.0,24460.002,,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013026627,,6.0,1,0.0,0.0,2015.0,0.0
20.0,12.0,15074.263671875,1.0,0,442483.5,24664.0,,57799.996,,1.0,0.0,2.0,1.0,1.0,6.0,,0.0,1.0,,3.0,1.0,2015000259,,1.0,0,1.0,1.0,2015.0,0.0
44.0,9.0,,4.0,0,126849.92,74450.0,,16726.002,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,1.0,2015028633,,1.0,0,1.0,1.0,2015.0,1.0
23.0,9.0,,5.0,1,844000.6,39347.0,260000.0,196600.0,,1.0,1.0,1.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2013020605,,3.0,1,0.0,0.0,2015.0,0.0
50.0,9.0,,3.0,0,502991.2,50881.0,,47730.0,,1.0,1.0,2.0,1.0,1.0,,,,0.0,,1.0,2.0,2013007397,,1.0,1,1.0,1.0,2015.0,0.0
26.0,15.0,,3.0,1,470000.0,49800.0,,31076.004,,1.0,,1.0,,,,,,,0.0,1.0,1.0,2013027752,,3.0,1,0.0,0.0,2015.0,0.0
41.0,15.0,71999.96875,2.0,1,620950.0,181530.0,,123299.99,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013021894,,2.0,1,0.0,0.0,2015.0,1.0
47.0,9.0,,4.0,0,1000.0,10.0,,50708.52,,0.0,1.0,2.0,3.0,0.0,,,,0.0,,2.0,1.0,2015034213,,3.0,0,0.0,0.0,2015.0,0.0
19.0,12.0,,2.0,0,36750.004,36500.0,,21175.998,,0.0,0.0,1.0,1.0,0.0,,2.0,,,0.0,2.0,1.0,2013003705,,2.0,1,0.0,0.0,2015.0,0.0
31.0,9.0,,3.0,0,267775.88,63330.0,500.0,28000.002,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,,1.0,2.0,2013002721,,3.0,1,0.0,0.0,2015.0,1.0
43.0,9.0,,2.0,0,174004.5,174960.0,,58540.0,,1.0,,2.0,,,,,,,0.0,2.0,2.0,2013016324,,3.0,1,0.0,0.0,2015.0,0.0
27.0,12.0,,4.0,1,1087860.8,55500.0,,49944.867,,1.0,,1.0,,,,,,,0.0,1.0,1.0,201104270,,3.0,1,0.0,0.0,2015.0,0.0
24.0,16.0,23697.06640625,4.0,0,2009446.5,413088.0,100000.0,192700.03,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,2015026042,,3.0,0,0.0,0.0,2015.0,0.0
