age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,remark,pline,track,hhead,respond,year,returnee
22.0,9.0,0.0,3.0,0,160100.0,43873.0,,17420.002,,0.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013022487,,4.0,1,0.0,0.0,2015.0,1.0
39.0,9.0,39999.99609375,3.0,0,646957.25,41200.0,,38918.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2013014013,,2.0,1,1.0,0.0,2015.0,1.0
48.0,9.0,,3.0,0,862000.0,0.0,,36623.996,,1.0,,2.0,,0.0,,,,0.0,0.0,1.0,1.0,2013016841,,2.0,1,1.0,0.0,2015.0,0.0
24.0,12.0,,4.0,0,404380.0,31532.0,170000.0,106813.195,,0.0,,1.0,,,,,,,0.0,1.0,2.0,2013013441,,3.0,1,0.0,0.0,2015.0,0.0
46.0,6.0,,3.0,0,218218.48,3684.0,,11622.064,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013011371,,4.0,1,0.0,0.0,2015.0,0.0
45.0,6.0,19800.00390625,4.0,0,395631.25,39600.0,100000.0,18500.0,,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,2013012387,,1.0,1,1.0,0.0,2015.0,1.0
40.0,12.0,,5.0,0,179100.0,27405.0,30000.0,40289.996,,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,201107566,,3.0,1,0.0,0.0,2015.0,1.0
25.0,9.0,,1.0,0,48775.0,4900.0,,60204.008,,1.0,,1.0,,,,,,,,1.0,3.0,201103031,,3.0,1,0.0,0.0,2015.0,0.0
42.0,15.0,,2.0,1,3523246.2,1649000.0,366000.0,297249.97,,1.0,,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,201103248,,2.0,1,0.0,0.0,2015.0,1.0
30.0,9.0,26399.998046875,2.0,1,131789.19,27281.0,20000.0,28980.0,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,2013021634,,1.0,1,0.0,1.0,2015.0,0.0
41.0,12.0,,3.0,0,125678.93,34411.0,,47932.39,,1.0,0.0,2.0,2.0,1.0,2.0,,0.0,0.0,,1.0,1.0,201105610,,3.0,1,0.0,0.0,2015.0,0.0
30.0,12.0,,3.0,0,92900.0,39300.0,,21256.002,,1.0,,1.0,,,,,,,0.0,2.0,2.0,2013020415,,3.0,1,0.0,0.0,2015.0,0.0
49.0,12.0,29999.9921875,1.0,0,7170.1045,66800.0,,57551.43,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2015001325,,1.0,0,1.0,1.0,2015.0,1.0
49.0,6.0,50000.0078125,5.0,0,460000.0,226823.0,,40759.99,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2015018806,,6.0,0,1.0,0.0,2015.0,1.0
40.0,6.0,1000.0000610351562,2.0,0,62520.0,12498.0,,22342.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,2015033135,,1.0,0,1.0,1.0,2015.0,1.0
47.0,9.0,,2.0,0,151000.0,25860.0,,14459.999,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,1.0,2015009512,,1.0,0,1.0,1.0,2015.0,1.0
24.0,9.0,,5.0,0,304228.84,38143.0,170300.0,38300.0,1599.9998779296875,0.0,1.0,2.0,2.0,0.0,3.0,3.0,,0.0,0.0,1.0,1.0,2013023859,,7.0,1,0.0,0.0,2015.0,0.0
26.0,16.0,,6.0,0,542532.4,52118.0,100000.0,45519.996,,0.0,,1.0,,,,,,,0.0,1.0,2.0,201107068,,3.0,1,0.0,0.0,2015.0,0.0
29.0,9.0,,6.0,0,319500.0,105535.0,55000.0,140607.42,119999.9921875,1.0,0.0,2.0,3.0,0.0,3.0,2.0,,0.0,1.0,1.0,2.0,2013013773,,3.0,1,0.0,0.0,2015.0,1.0
30.0,,,5.0,0,280331.28,55000.0,,32179.998,,0.0,,,,0.0,,,,,0.0,1.0,1.0,2015010502,,4.0,0,0.0,0.0,2015.0,0.0
43.0,9.0,4999.99951171875,2.0,0,54050.0,10171.0,,18091.03,,0.0,0.0,2.0,2.0,1.0,,2.0,0.0,0.0,0.0,1.0,2.0,2015010167,,1.0,0,0.0,1.0,2015.0,1.0
41.0,6.0,20000.00390625,2.0,0,708291.5,42036.0,50000.0,85910.01,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,0.0,2.0,2.0,201105971,,1.0,1,1.0,1.0,2015.0,0.0
27.0,12.0,,5.0,0,427262.06,10821.0,,37942.63,,0.0,1.0,2.0,1.0,1.0,,,,,0.0,1.0,2.0,2013000951,,4.0,1,0.0,0.0,2015.0,0.0
25.0,16.0,59999.98046875,1.0,0,269964.5,60000.0,1000.0,50064.633,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2015000007,,1.0,0,1.0,1.0,2015.0,0.0
29.0,6.0,,5.0,0,189600.0,30700.0,19500.0,53592.004,3499.99951171875,1.0,1.0,2.0,2.0,1.0,,3.0,,0.0,0.0,1.0,1.0,2013024497,,2.0,1,1.0,0.0,2015.0,1.0
49.0,6.0,25637.97265625,4.0,1,391784.38,11840.0,6000.0,74939.984,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,201100674,,1.0,1,0.0,0.0,2015.0,1.0
40.0,9.0,35999.984375,2.0,0,113450.0,42510.0,,57319.996,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,2.0,1.0,2015026032,,1.0,0,0.0,1.0,2015.0,0.0
38.0,9.0,39999.99609375,3.0,1,656400.0,68097.0,70000.0,34480.0,,1.0,1.0,2.0,1.0,1.0,4.0,7.0,0.0,0.0,,1.0,1.0,2015030878,,1.0,0,1.0,1.0,2015.0,1.0
18.0,12.0,,4.0,0,317500.0,0.0,,22399.996,,1.0,,1.0,,,,,,,,1.0,1.0,2013027378,,4.0,1,0.0,0.0,2015.0,0.0
32.0,12.0,,5.0,2,1741251.0,5003.0,,54799.99,,0.0,,2.0,,,,,,,,1.0,1.0,2013013226,,4.0,1,0.0,0.0,2015.0,0.0
60.0,6.0,,1.0,0,40874.258,10130.0,,17520.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,201101490,,1.0,1,1.0,1.0,2015.0,1.0
29.0,9.0,,6.0,0,259569.17,36300.0,,25220.002,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013012651,,3.0,1,0.0,0.0,2015.0,0.0
58.0,9.0,,10.0,0,330850.0,6031.0,,21624.588,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013020324,,18.0,1,0.0,0.0,2015.0,0.0
50.0,9.0,42000.0,4.0,0,311487.88,134477.0,10000.0,36170.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013024210,,2.0,1,0.0,0.0,2015.0,1.0
39.0,9.0,23999.998046875,2.0,0,68100.0,98720.0,,25460.0,,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,,2.0,1.0,2013001520,,1.0,1,0.0,1.0,2015.0,0.0
46.0,6.0,,2.0,0,617500.0,54000.0,,30090.004,,1.0,1.0,2.0,2.0,1.0,,3.0,,0.0,,1.0,1.0,2015032078,,1.0,0,1.0,1.0,2015.0,1.0
24.0,0.0,24999.994140625,4.0,0,247600.0,206380.0,,53400.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,2013017605,,3.0,1,0.0,0.0,2015.0,0.0
26.0,15.0,,4.0,0,220469.72,350.0,,189049.95,,1.0,,1.0,,,,,,,0.0,1.0,2.0,2013002257,,3.0,1,0.0,0.0,2015.0,0.0
24.0,12.0,,2.0,0,329010.62,70317.0,,50400.0,,1.0,1.0,2.0,2.0,0.0,,3.0,,0.0,0.0,1.0,1.0,2015030350,,3.0,0,0.0,0.0,2015.0,1.0
24.0,15.0,25362.333984375,4.0,0,1294155.1,653628.0,,26160.004,,0.0,0.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013027070,,4.0,1,0.0,0.0,2015.0,1.0
49.0,6.0,39999.99609375,6.0,0,443785.6,80932.0,,44968.0,,1.0,1.0,2.0,2.0,1.0,,3.0,,0.0,0.0,1.0,3.0,2013016988,,2.0,1,1.0,0.0,2015.0,1.0
32.0,12.0,24999.994140625,3.0,0,347871.16,49000.0,40000.0,18900.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,1.0,2.0,201100944,,2.0,1,0.0,0.0,2015.0,1.0
27.0,9.0,,4.0,0,252100.0,8400.0,,8400.0,,0.0,,2.0,,,,,,,,1.0,2.0,2013003087,,4.0,1,0.0,0.0,2015.0,0.0
47.0,6.0,,4.0,0,264941.5,43243.0,,6955.999,,0.0,1.0,2.0,2.0,1.0,,3.0,,0.0,,1.0,2.0,2015032159,,1.0,0,0.0,1.0,2015.0,1.0
31.0,9.0,,4.0,0,1163800.0,20250.0,,15256.0,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013013057,,4.0,1,0.0,0.0,2015.0,0.0
30.0,16.0,,5.0,0,102500.0,31037.0,120000.0,18260.002,,0.0,,1.0,,,,,,,,1.0,2.0,2013004543,,6.0,1,0.0,0.0,2015.0,0.0
40.0,9.0,39999.99609375,5.0,2,2299648.2,185207.0,,130559.99,,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2015011212,,4.0,0,0.0,0.0,2015.0,0.0
26.0,9.0,,4.0,2,591000.0,0.0,400000.0,101440.0,,0.0,0.0,2.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,2015006264,,3.0,0,0.0,0.0,2015.0,0.0
44.0,12.0,,5.0,1,4210500.0,194000.0,,137450.02,,1.0,,2.0,,,,,,,,2.0,1.0,2013018059,,2.0,1,0.0,0.0,2015.0,0.0
16.0,,,3.0,0,258328.45,41750.0,,38982.77,,1.0,0.0,1.0,1.0,,,2.0,,,,1.0,3.0,2013021049,,5.0,1,0.0,0.0,2015.0,0.0
37.0,12.0,,2.0,0,195507.7,58260.0,,48150.008,,1.0,,2.0,,,,,,,,1.0,1.0,2013023117,,3.0,1,0.0,0.0,2015.0,0.0
20.0,12.0,21473.875,2.0,0,5379578.0,42535.0,,39199.996,,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2015017107,,1.0,0,1.0,1.0,2015.0,0.0
28.0,6.0,20000.00390625,3.0,0,169160.0,28163.0,20000.0,16635.998,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,2013026599,,2.0,1,0.0,0.0,2015.0,1.0
42.0,9.0,,4.0,0,6295.0,15437.0,,13451.002,,1.0,,2.0,,,,,,,,2.0,2.0,2013006178,,2.0,1,0.0,0.0,2015.0,0.0
21.0,15.0,,4.0,2,2418375.0,300000.0,20000.0,96314.91,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,2.0,1.0,2015034593,,4.0,0,0.0,0.0,2015.0,0.0
56.0,6.0,10493.052734375,6.0,0,148100.0,66689.0,20000.0,41220.0,,0.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,201108130,,2.0,1,0.0,0.0,2015.0,1.0
49.0,6.0,,4.0,0,163070.36,4780.0,32000.0,32536.602,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,201108331,,4.0,1,0.0,0.0,2015.0,1.0
35.0,9.0,,1.0,0,341727.1,19721.0,60000.0,12496.363,,1.0,,1.0,,,,,,,0.0,1.0,2.0,2013001314,,3.0,1,0.0,0.0,2015.0,0.0
42.0,0.0,,2.0,0,41572.797,11924.0,,13520.0,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013012962,,3.0,1,0.0,0.0,2015.0,0.0
46.0,12.0,10000.0029296875,3.0,0,80200.0,16800.0,71000.0,78735.984,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,2013026591,,2.0,1,1.0,0.0,2015.0,1.0
37.0,9.0,29999.9921875,4.0,0,486204.34,73550.0,50000.0,32800.0,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,201107266,,5.0,1,0.0,0.0,2015.0,1.0
19.0,9.0,,3.0,0,66300.0,29350.0,,20280.0,,0.0,,1.0,,,,,,,0.0,1.0,2.0,2013003237,,3.0,1,0.0,0.0,2015.0,0.0
53.0,12.0,,6.0,0,152300.0,52349.0,,9976.001,,1.0,,2.0,,,,,,,1.0,1.0,1.0,2013016786,,2.0,1,0.0,0.0,2015.0,0.0
20.0,9.0,12279.7431640625,5.0,0,204209.39,56915.0,20000.0,80400.016,,0.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,201106190,,6.0,1,0.0,0.0,2015.0,1.0
30.0,15.0,31500.005859375,5.0,0,16010.0,49329.0,4750.0,15640.0,,1.0,0.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,1.0,2013027153,,8.0,1,0.0,1.0,2015.0,1.0
45.0,6.0,,4.0,1,154500.0,50000.0,50000.0,17000.0,,1.0,1.0,2.0,1.0,1.0,,3.0,,0.0,,1.0,1.0,2013007303,,3.0,1,1.0,0.0,2015.0,1.0
57.0,15.0,,4.0,2,1184709.4,259221.0,,147700.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,1.0,1.0,2015035021,,4.0,0,1.0,0.0,2015.0,1.0
45.0,9.0,,3.0,0,554777.3,18111.0,,128370.07,50000.0078125,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2015015218,,2.0,0,1.0,0.0,2015.0,1.0
43.0,9.0,,2.0,0,910500.06,104500.0,50000.0,71243.99,,0.0,0.0,2.0,2.0,0.0,4.0,2.0,,0.0,0.0,1.0,1.0,201108429,,2.0,1,0.0,0.0,2015.0,0.0
35.0,9.0,,2.0,0,292800.0,105171.0,50000.0,13491.999,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2013024352,,2.0,1,0.0,1.0,2015.0,1.0
26.0,,,2.0,0,1694507.0,11.0,,31829.25,,0.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,2015002435,,2.0,0,0.0,0.0,2015.0,0.0
42.0,9.0,39999.99609375,3.0,0,636400.0,94600.0,5500.0,91800.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2015024655,,2.0,0,1.0,0.0,2015.0,1.0
50.0,15.0,50000.0078125,2.0,0,1661958.8,112200.0,,121280.03,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2015025678,,2.0,0,1.0,0.0,2015.0,1.0
35.0,9.0,39999.99609375,2.0,0,231866.67,46560.0,50000.0,39970.004,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2013024333,,5.0,1,1.0,0.0,2015.0,1.0
33.0,9.0,,2.0,0,12052162.0,100020.0,1152000.0,150999.98,,0.0,1.0,2.0,1.0,1.0,3.0,,0.0,0.0,0.0,2.0,1.0,2015025216,,1.0,0,0.0,1.0,2015.0,0.0
22.0,12.0,29999.9921875,3.0,0,417574.06,57075.0,,25959.996,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,1.0,2015035622,,3.0,0,0.0,0.0,2015.0,1.0
31.0,16.0,149999.953125,4.0,0,1746851.2,473029.0,680000.0,171970.0,,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2015025228,,1.0,0,1.0,1.0,2015.0,0.0
55.0,12.0,,10.0,1,154854.62,62670.0,,113639.47,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013013346,,8.0,1,0.0,0.0,2015.0,0.0
43.0,23.0,,2.0,0,1174800.0,97300.0,,86592.734,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013008403,,3.0,1,0.0,0.0,2015.0,0.0
28.0,15.0,,4.0,0,276462.8,124000.0,,39339.992,,0.0,,1.0,,,,,,,0.0,1.0,1.0,2013016682,,3.0,1,0.0,0.0,2015.0,0.0
45.0,9.0,,6.0,0,543918.0,61120.0,,46220.0,,1.0,,2.0,,,,,,,,1.0,2.0,201102913,,3.0,1,0.0,0.0,2015.0,0.0
28.0,16.0,59999.98046875,1.0,0,668036.8,88000.0,290000.0,68000.016,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2015022336,,1.0,0,1.0,1.0,2015.0,1.0
38.0,19.0,,2.0,1,5372826.0,405000.0,,115538.55,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,201106685,,1.0,1,1.0,1.0,2015.0,0.0
47.0,9.0,,6.0,0,194000.0,9600.0,,58600.0,,1.0,,2.0,,,,,,,,1.0,2.0,2013022029,,2.0,1,0.0,0.0,2015.0,0.0
30.0,15.0,2999.9990234375,2.0,0,4966087.0,409000.0,100000.0,59597.652,,0.0,0.0,2.0,1.0,1.0,,1.0,0.0,0.0,,1.0,1.0,2015035946,,3.0,0,0.0,0.0,2015.0,1.0
43.0,9.0,,5.0,0,123046.445,123420.0,,28558.715,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2013018655,,9.0,1,0.0,0.0,2015.0,1.0
51.0,9.0,,3.0,0,28100.0,20369.0,,25180.0,,0.0,1.0,2.0,3.0,1.0,,3.0,,0.0,0.0,2.0,2.0,201107765,,1.0,1,0.0,1.0,2015.0,1.0
40.0,16.0,,2.0,0,2870303.8,114000.0,,44506.02,,1.0,,2.0,,,,,,,0.0,1.0,3.0,2013000240,,5.0,1,0.0,0.0,2015.0,0.0
34.0,15.0,,3.0,0,83550.0,33600.0,,44399.996,,1.0,,2.0,1.0,0.0,,2.0,,0.0,,1.0,2.0,2015024374,,2.0,0,0.0,0.0,2015.0,1.0
32.0,19.0,,3.0,0,2970112.2,123000.0,,33276.0,,1.0,,1.0,,,,,,,,1.0,1.0,2013000307,,3.0,1,0.0,0.0,2015.0,0.0
51.0,6.0,39999.99609375,6.0,0,738955.56,267918.0,,46060.0,,0.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,1.0,1.0,2.0,2013022247,,7.0,1,0.0,0.0,2015.0,0.0
25.0,9.0,20000.00390625,5.0,0,46614.984,100600.0,,17434.145,,1.0,1.0,1.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013024190,,6.0,1,0.0,0.0,2015.0,0.0
32.0,12.0,,2.0,1,1521328.0,12500.0,,163730.31,12999.9951171875,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2015026796,,1.0,0,0.0,1.0,2015.0,0.0
26.0,12.0,,2.0,0,1927350.6,107787.0,,66646.99,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,2.0,1.0,2013002366,,1.0,1,1.0,1.0,2015.0,0.0
53.0,9.0,39999.99609375,4.0,0,453774.25,122500.0,,98916.0,,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,,1.0,1.0,2013017477,,2.0,1,0.0,0.0,2015.0,0.0
22.0,12.0,,4.0,1,516120.0,46750.0,,126299.28,,1.0,,1.0,,,,,,,0.0,1.0,1.0,201104171,,3.0,1,0.0,0.0,2015.0,0.0
47.0,6.0,23999.998046875,2.0,0,6650.0,60350.0,,46000.0,,0.0,1.0,2.0,3.0,1.0,,,0.0,0.0,0.0,2.0,2.0,2015025994,,1.0,0,0.0,1.0,2015.0,0.0
42.0,9.0,5084.85693359375,1.0,0,66698.81,-672.0,,16188.0,2999.9990234375,1.0,0.0,1.0,3.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,201108089,,3.0,1,0.0,0.0,2015.0,1.0
34.0,12.0,,2.0,0,97836.125,43941.0,,15100.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015032346,,4.0,0,0.0,0.0,2015.0,0.0
49.0,9.0,20000.00390625,4.0,0,201600.0,110000.0,100000.0,103040.03,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,2.0,1.0,2015014609,,1.0,0,1.0,1.0,2015.0,0.0
33.0,12.0,24930.017578125,4.0,0,96786.664,50854.0,,20352.8,,1.0,0.0,2.0,1.0,1.0,2.0,,0.0,0.0,,1.0,2.0,2015003662,,3.0,0,0.0,0.0,2015.0,1.0
30.0,9.0,1999.9998779296875,4.0,0,421000.0,6300.0,,23899.996,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015003533,,3.0,0,0.0,0.0,2015.0,1.0
30.0,9.0,24499.998046875,3.0,0,1213813.0,34500.0,10000.0,197899.97,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,1.0,2.0,2015025897,,2.0,0,0.0,0.0,2015.0,1.0
51.0,12.0,35999.984375,3.0,0,1067707.4,171500.0,450000.0,90099.99,,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,2.0,1.0,2015026063,,2.0,0,0.0,0.0,2015.0,0.0
54.0,6.0,,3.0,0,228700.0,62559.0,120000.0,31212.0,,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,,2.0,2.0,2015014573,,1.0,0,1.0,1.0,2015.0,0.0
26.0,9.0,,4.0,1,370954.47,2110.0,20000.0,53490.004,,0.0,,2.0,,,,,,,0.0,1.0,1.0,2013018826,,4.0,1,0.0,0.0,2015.0,0.0
43.0,12.0,29999.9921875,2.0,0,117783.33,43494.0,,49283.22,,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,2.0,1.0,2015011902,,1.0,0,1.0,1.0,2015.0,0.0
20.0,6.0,,5.0,0,372899.38,98500.0,100000.0,51214.73,,0.0,,1.0,,,,,,,0.0,1.0,1.0,2013016069,,7.0,1,0.0,0.0,2015.0,0.0
24.0,16.0,,2.0,0,115664.88,13720.0,,5882.0005,,0.0,,1.0,,,,,,,1.0,1.0,2.0,201105146,,4.0,1,0.0,0.0,2015.0,0.0
25.0,0.0,,5.0,0,63829.1,8384.0,1000.0,24600.0,,0.0,,1.0,,,,,,,0.0,1.0,1.0,201104763,,7.0,1,0.0,0.0,2015.0,0.0
23.0,9.0,,3.0,0,69500.0,49773.0,61000.0,16248.003,,1.0,1.0,1.0,2.0,0.0,,3.0,,0.0,,1.0,1.0,201101670,,3.0,1,0.0,0.0,2015.0,1.0
37.0,15.0,,4.0,0,99164.94,15600.0,,15760.0,,1.0,,2.0,,,,,,,,1.0,2.0,201102790,,4.0,1,0.0,0.0,2015.0,0.0
35.0,12.0,,3.0,0,465350.0,33212.0,,6250.0005,,0.0,,2.0,,,,,,,1.0,1.0,2.0,2013017613,,4.0,1,0.0,0.0,2015.0,0.0
28.0,15.0,47131.6484375,1.0,0,75450.0,48409.0,,62369.777,,1.0,0.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,2.0,1.0,2015010819,,1.0,0,1.0,1.0,2015.0,0.0
36.0,16.0,,2.0,0,1825804.8,32447.0,,86367.31,,1.0,,2.0,,,,,,,,1.0,2.0,2013002084,,2.0,1,0.0,0.0,2015.0,0.0
29.0,9.0,,4.0,1,559000.0,26600.0,40000.0,39706.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013018748,,3.0,1,0.0,0.0,2015.0,1.0
28.0,12.0,,5.0,0,369315.88,32619.0,,99126.2,,0.0,,1.0,,,,,,,0.0,1.0,2.0,2013020333,,3.0,1,0.0,0.0,2015.0,0.0
28.0,9.0,,4.0,0,589500.0,35718.0,400.0,16290.002,,1.0,1.0,2.0,,0.0,3.0,3.0,,0.0,0.0,1.0,2.0,2013011939,无法判断,3.0,1,0.0,2.0,2015.0,1.0
30.0,12.0,,2.0,0,249039.94,0.0,,18040.002,,1.0,0.0,2.0,1.0,0.0,,,,0.0,,1.0,1.0,2015029002,,1.0,0,1.0,1.0,2015.0,0.0
42.0,12.0,,5.0,0,252200.0,17121.0,300000.0,5512.4233,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,1.0,3.0,2015027037,,2.0,0,0.0,0.0,2015.0,0.0
59.0,12.0,,4.0,1,6588330.0,14111.0,,215458.73,,1.0,0.0,2.0,1.0,0.0,4.0,3.0,,0.0,,1.0,1.0,2015026527,,1.0,0,1.0,1.0,2015.0,0.0
25.0,12.0,,4.0,0,37400.0,14100.0,,11920.0,,0.0,,1.0,,,,,,,1.0,1.0,1.0,2013026631,,4.0,1,0.0,0.0,2015.0,0.0
32.0,16.0,,1.0,0,1335500.0,78750.0,,72493.57,,1.0,,1.0,,,,,,,,2.0,1.0,2013008345,,3.0,1,0.0,0.0,2015.0,0.0
59.0,0.0,,3.0,0,47154.0,16252.0,,13980.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,1.0,1.0,1.0,2013025352,,2.0,1,0.0,1.0,2015.0,0.0
37.0,15.0,29999.9921875,2.0,0,138000.0,121200.0,,48399.996,,1.0,0.0,2.0,2.0,1.0,,,0.0,0.0,,1.0,1.0,2013018340,,1.0,1,1.0,1.0,2015.0,1.0
39.0,16.0,149999.953125,2.0,1,2617000.0,480240.0,5000.0,188600.05,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015010598,,1.0,0,1.0,1.0,2015.0,1.0
38.0,6.0,35999.984375,2.0,0,106300.0,39480.0,40000.0,15350.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,1.0,1.0,2.0,2013003659,,2.0,1,1.0,0.0,2015.0,1.0
51.0,6.0,,2.0,0,189800.0,69350.0,35000.0,167500.02,,0.0,1.0,2.0,1.0,0.0,,,,0.0,,2.0,2.0,2015026422,,2.0,0,0.0,0.0,2015.0,1.0
27.0,6.0,,4.0,0,28669.57,13312.0,,14978.158,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013021526,,5.0,1,0.0,0.0,2015.0,0.0
41.0,9.0,,3.0,0,10408.557,26280.0,0.0,8460.002,,1.0,1.0,1.0,2.0,0.0,,,,0.0,0.0,1.0,2.0,2015030804,,3.0,0,0.0,0.0,2015.0,0.0
37.0,6.0,,1.0,0,70270.0,46290.0,,5595.9995,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2013006656,,3.0,1,0.0,0.0,2015.0,1.0
49.0,9.0,149999.953125,4.0,0,604421.75,327350.0,10000.0,78170.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2013013749,,2.0,1,1.0,1.0,2015.0,1.0
30.0,16.0,79999.9609375,3.0,2,6911219.0,1213932.0,1150000.0,223041.14,,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,2013018039,,1.0,1,1.0,1.0,2015.0,1.0
43.0,9.0,,2.0,0,54745.523,-3825.0,,8020.9995,,0.0,0.0,2.0,2.0,1.0,,,0.0,0.0,0.0,1.0,2.0,2015006816,,2.0,0,0.0,0.0,2015.0,0.0
