age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,pline,track,hhead,year,hhid_2011,hhid_2013,hhid_2015,hhid_2017,returnee
35.0,9.0,30000.0,2.0,1,383906.0,100900.5,0.0,104200.0,,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,,1.0,1.0,2015014665,21,1,,2017.0,.,.,2015014665,2017028006,1.0
21.0,15.0,,4.0,1,817700.0,38625.0,0.0,75800.0,,0.0,1.0,1.0,1.0,0.0,,3.0,,,,2.0,1.0,2017028228,4,0,,2017.0,.,.,.,2017028228,1.0
27.0,12.0,30000.0,4.0,0,532930.0,286908.0,100000.0,59380.0,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,1.0,1.0,2017000320,3,0,,2017.0,.,.,.,2017000320,1.0
24.0,12.0,36000.0,4.0,0,95928.0,131219.97,60000.0,338440.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,0.0,1.0,1.0,2015027543,7,1,,2017.0,.,.,2015027543,2017035248,0.0
56.0,12.0,,1.0,0,1242685.0,63007.0,117743.0,33220.0,15000.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,,3.0,1.0,201100269,1,1,1.0,2017.0,201100269,2013000682,2015000675,2017005624,0.0
25.0,16.0,24000.0,5.0,0,886843.0,99990.0,150000.0,39600.0,,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015029031,4,1,,2017.0,.,.,2015029031,2017003717,1.0
29.0,15.0,,2.0,1,1204588.0,14800.0,804500.0,242000.0,,0.0,1.0,2.0,1.0,0.0,3.0,,,0.0,,2.0,1.0,2017028893,1,0,,2017.0,.,.,.,2017028893,0.0
27.0,16.0,40000.0,4.0,1,1806023.0,289070.0,0.0,630000.0,,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015004912,21,1,,2017.0,.,.,2015004912,2017004237,1.0
37.0,6.0,,4.0,0,2781793.0,373127.75,1504000.0,36509.0,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,,1.0,1.0,2015025099,21,1,,2017.0,.,.,2015025099,2017004695,0.0
21.0,16.0,,3.0,0,245250.0,96815.0,0.0,77660.0,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,3.0,201101695,5,1,,2017.0,201101695,2013006444,2015008519,2017025631,1.0
56.0,12.0,26400.0,4.0,0,699397.0,412400.0,100000.0,137200.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,2015004196,1,1,1.0,2017.0,.,.,2015004196,2017004896,1.0
50.0,6.0,10500.0,4.0,0,46621.0,9917.08,0.0,59800.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,1.0,1.0,1.0,2013003663,2,1,1.0,2017.0,.,2013003663,2015004344,2017000491,1.0
29.0,9.0,,2.0,0,385642.0,186875.0,0.0,106228.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,,,2.0,1.0,2017002818,2,0,1.0,2017.0,.,.,.,2017002818,0.0
31.0,6.0,,4.0,1,365020.0,-20415.0,70000.0,59840.0,,1.0,1.0,2.0,1.0,1.0,,3.0,,,0.0,1.0,2.0,2017002365,5,0,,2017.0,.,.,.,2017002365,0.0
25.0,16.0,,3.0,0,496165.0,61320.0,,28710.0,,1.0,1.0,1.0,1.0,0.0,,,,,,2.0,1.0,2017022933,3,0,,2017.0,.,.,.,2017022933,0.0
28.0,9.0,40500.0,1.0,0,16822.0,41951.25,0.0,19911.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2017023862,1,0,1.0,2017.0,.,.,.,2017023862,0.0
23.0,16.0,,3.0,1,6620607.0,321725.0,0.0,136250.0,,0.0,0.0,1.0,2.0,0.0,,,,,0.0,1.0,1.0,2017029871,3,0,,2017.0,.,.,.,2017029871,1.0
29.0,15.0,78000.0,2.0,1,1924100.0,311070.0,15000.0,188500.0,,0.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017022113,1,0,1.0,2017.0,.,.,.,2017022113,0.0
21.0,12.0,,4.0,1,409631.0,66660.0,479848.0,60571.0,,1.0,1.0,1.0,1.0,0.0,3.0,3.0,,,,2.0,2.0,2013026012,23,1,,2017.0,.,2013026012,2015035211,2017028862,0.0
36.0,9.0,,2.0,0,8551.0,5816.0,87137.0,15690.0,,1.0,0.0,2.0,3.0,1.0,,,0.0,0.0,0.0,1.0,2.0,2013016105,22,1,,2017.0,.,2013016105,2015021856,2017002525,1.0
47.0,9.0,,2.0,0,550424.0,42503.5,0.0,56051.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2013020744,21,1,1.0,2017.0,.,2013020744,2015028543,2017003998,0.0
32.0,15.0,6000.0,3.0,0,48690.0,27718.0,,77830.0,,1.0,1.0,2.0,2.0,1.0,4.0,2.0,,0.0,,1.0,2.0,2017015500,3,0,,2017.0,.,.,.,2017015500,0.0
52.0,6.0,5000.0,4.0,1,388364.0,32619.809,40000.0,13104.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2017021514,2,0,1.0,2017.0,.,.,.,2017021514,1.0
28.0,15.0,36000.0,4.0,1,1145406.0,90270.0,0.0,89536.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013005767,2,1,,2017.0,.,2013005767,2015007654,2017021741,1.0
27.0,12.0,28800.0,2.0,0,759947.0,81748.0,0.0,36048.0,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2017003123,1,0,1.0,2017.0,.,.,.,2017003123,0.0
36.0,15.0,,1.0,1,4222205.5,2631196.0,1222101.0,219278.0,,1.0,,1.0,1.0,1.0,5.0,4.0,1.0,,,1.0,1.0,2013009724,1,1,1.0,2017.0,.,2013009724,2015012720,2017024991,0.0
60.0,6.0,20400.0,3.0,0,450853.0,79332.5,0.0,49125.0,,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,201103924,2,1,1.0,2017.0,201103924,2013012104,2015016314,2017021551,1.0
35.0,9.0,,3.0,1,554100.0,2377.5,0.0,69160.0,,0.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,,2.0,1.0,2015030319,2,1,,2017.0,.,.,2015030319,2017022466,0.0
47.0,15.0,54000.0,3.0,1,2714588.0,123700.0,0.0,58349.0,,1.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,,1.0,1.0,2013020476,2,1,1.0,2017.0,.,2013020476,2015028269,2017012959,1.0
38.0,9.0,,2.0,1,5114800.0,1950.0,0.0,98628.0,,0.0,0.0,2.0,1.0,0.0,,2.0,,0.0,,1.0,1.0,201100838,1,1,1.0,2017.0,201100838,2013002896,2015003125,2017010599,1.0
54.0,12.0,,3.0,2,5307987.0,326990.22,0.0,249900.0,,1.0,0.0,2.0,2.0,1.0,,,0.0,,,1.0,1.0,2013020607,2,1,1.0,2017.0,.,2013020607,2015028403,2017007680,0.0
43.0,12.0,,3.0,0,809706.0,137508.0,50000.0,73996.0,,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017017117,3,0,,2017.0,.,.,.,2017017117,1.0
26.0,15.0,,3.0,1,1635771.0,105711.0,200000.0,34583.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013009819,1,1,,2017.0,.,2013009819,2015012813,2017036348,1.0
32.0,9.0,,2.0,1,153746.0,22328.0,300.0,41888.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013016005,6,1,,2017.0,.,2013016005,2015021757,2017008422,1.0
31.0,9.0,,2.0,1,38547.0,102224.45,0.0,69850.0,,0.0,1.0,2.0,1.0,0.0,,2.0,,0.0,,1.0,1.0,2015029622,2,1,,2017.0,.,.,2015029622,2017000692,0.0
25.0,16.0,10000.0,3.0,0,6917.0,24500.0,0.0,61900.0,,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,,2.0,1.0,201101578,2,1,,2017.0,201101578,2013006328,2015008400,2017039773,0.0
45.0,12.0,,3.0,0,3765089.0,307381.5,150000.0,246396.0,,0.0,0.0,2.0,2.0,0.0,2.0,1.0,,1.0,,2.0,1.0,2013012490,1,1,1.0,2017.0,.,2013012490,2015016693,2017004715,1.0
22.0,9.0,20000.0,3.0,0,649350.0,42655.0,0.0,15072.0,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013004115,4,1,,2017.0,.,2013004115,2015005066,2017002053,1.0
47.0,0.0,,3.0,0,73076.0,78000.0,50000.0,39280.0,30000.0,0.0,1.0,2.0,3.0,0.0,,3.0,,,0.0,1.0,2.0,201107770,1,1,,2017.0,201107770,2013024224,2015032912,2017029265,1.0
20.0,16.0,,3.0,1,4050330.0,272140.0,150000.0,77150.0,,0.0,0.0,1.0,1.0,1.0,,2.0,0.0,,0.0,1.0,1.0,2013015793,3,1,,2017.0,.,2013015793,2015021545,2017013334,1.0
38.0,12.0,,2.0,1,770134.0,58531.5,200000.0,42108.0,,0.0,0.0,2.0,1.0,1.0,,,0.0,,,1.0,1.0,201108159,2,1,,2017.0,201108159,2013026451,2015035647,2017029203,1.0
22.0,16.0,,4.0,0,133460.0,5519.25,0.0,50660.0,,1.0,1.0,1.0,1.0,0.0,,3.0,,,,1.0,1.0,2013027073,2,1,,2017.0,.,2013027073,2015036269,2017020918,1.0
36.0,15.0,28000.0,2.0,0,932820.0,110948.0,90000.0,18640.0,,1.0,0.0,2.0,1.0,1.0,,2.0,0.0,0.0,,1.0,1.0,2017004826,2,0,1.0,2017.0,.,.,.,2017004826,1.0
22.0,16.0,,3.0,1,973328.0,1501.1465,0.0,83300.0,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,1.0,2017034323,1,0,,2017.0,.,.,.,2017034323,1.0
25.0,16.0,36000.0,3.0,1,242391.0,64024.5,0.0,18940.0,,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2015015966,3,1,,2017.0,.,.,2015015966,2017011763,0.0
33.0,19.0,60000.0,2.0,0,1463186.0,288900.0,0.0,29360.0,12000.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017021433,1,0,,2017.0,.,.,.,2017021433,1.0
36.0,6.0,44000.0,3.0,0,27319.0,103380.0,4000.0,43804.0,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2015014613,2,1,,2017.0,.,.,2015014613,2017006245,0.0
21.0,16.0,,3.0,1,334271.0,146811.5,0.0,124700.0,,1.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,1.0,2017034176,3,0,,2017.0,.,.,.,2017034176,1.0
51.0,9.0,,3.0,0,510572.0,69014.0,,28838.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,201107324,4,1,,2017.0,201107324,2013022224,2015030448,2017012459,1.0
29.0,19.0,70000.0,3.0,0,158665.0,188763.55,0.0,64820.0,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2017015015,1,0,,2017.0,.,.,.,2017015015,0.0
28.0,16.0,,5.0,1,185399.28,171781.2,0.0,63300.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,0.0,1.0,1.0,2013013256,21,1,,2017.0,.,2013013256,2015017927,2017003050,1.0
30.0,12.0,,5.0,0,10674.0,60585.0,,32522.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,,1.0,1.0,2013013846,4,1,,2017.0,.,2013013846,2015018667,2017025282,0.0
27.0,15.0,,5.0,0,295140.0,15040.63,30000.0,19074.0,,1.0,1.0,1.0,2.0,1.0,,3.0,0.0,1.0,0.0,1.0,1.0,201104770,4,1,,2017.0,201104770,2013015441,2015021190,2017003352,1.0
34.0,6.0,,2.0,0,12353.0,20403.457,0.0,45600.0,,0.0,1.0,2.0,2.0,1.0,,3.0,0.0,,,2.0,1.0,2015028576,2,1,,2017.0,.,.,2015028576,2017037053,1.0
58.0,23.0,108000.0,1.0,1,10768422.0,194699.0,20000.0,93263.0,,0.0,0.0,2.0,1.0,1.0,,2.0,0.0,0.0,,1.0,1.0,2017010389,2,0,,2017.0,.,.,.,2017010389,1.0
27.0,12.0,28600.0,2.0,0,310150.0,193365.0,30000.0,36300.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,2.0,2015027023,3,1,,2017.0,.,.,2015027023,2017038390,0.0
52.0,9.0,66000.0,4.0,0,722300.0,177451.0,,76026.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2017025380,2,0,1.0,2017.0,.,.,.,2017025380,1.0
22.0,16.0,,4.0,1,530050.0,153140.0,100000.0,54548.0,,1.0,1.0,1.0,2.0,0.0,,3.0,,,,1.0,1.0,2013027724,4,1,,2017.0,.,2013027724,2015036919,2017024601,0.0
26.0,16.0,81600.0,3.0,1,1031613.0,168210.5,0.0,77380.0,,1.0,0.0,1.0,1.0,1.0,1.0,5.0,,1.0,0.0,1.0,1.0,2013003448,4,1,,2017.0,.,2013003448,2015004011,2017026356,0.0
49.0,6.0,,2.0,0,153000.0,1750.0,0.0,19788.0,,1.0,1.0,2.0,3.0,0.0,3.0,3.0,,,,1.0,2.0,201100674,2,1,1.0,2017.0,201100674,2013002739,2015002968,2017012088,1.0
27.0,9.0,10000.0,6.0,0,206391.0,20816.0,30000.0,35731.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,1.0,2.0,2015004971,7,1,,2017.0,.,.,2015004971,2017004189,1.0
17.0,9.0,30000.0,4.0,0,560306.0,106419.0,0.0,12000.0,,1.0,1.0,,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,201101189,4,1,,2017.0,201101189,2013004043,2015004813,2017025902,0.0
25.0,16.0,31200.0,2.0,1,256770.0,36800.0,0.0,32240.0,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,,1.0,1.0,2013006506,1,1,,2017.0,.,2013006506,2015008579,2017019472,1.0
30.0,12.0,,2.0,0,1640780.0,154535.0,0.0,105145.0,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,,2.0,1.0,2017033780,2,0,,2017.0,.,.,.,2017033780,0.0
29.0,16.0,,4.0,1,545400.0,103150.0,0.0,75109.0,,0.0,0.0,2.0,1.0,1.0,,2.0,0.0,,,1.0,1.0,2015004049,4,1,,2017.0,.,.,2015004049,2017011198,1.0
19.0,15.0,1000.0,3.0,1,715000.0,91520.0,0.0,68650.0,,0.0,1.0,1.0,1.0,1.0,,2.0,0.0,0.0,,1.0,1.0,2017036129,1,0,,2017.0,.,.,.,2017036129,0.0
53.0,6.0,23000.0,1.0,0,5665.0,23000.0,0.0,37180.0,,1.0,1.0,1.0,2.0,1.0,,,0.0,,,2.0,1.0,2015026736,1,1,1.0,2017.0,.,.,2015026736,2017036886,0.0
20.0,9.0,,5.0,0,1010000.0,42314.0,155000.0,130300.0,2000.0,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,2.0,1.0,2015014659,21,1,,2017.0,.,.,2015014659,2017000184,0.0
22.0,16.0,,3.0,0,561355.0,86685.0,0.0,50460.0,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,1.0,201102920,3,1,,2017.0,201102920,2013010109,2015013208,2017009860,0.0
27.0,9.0,30000.0,2.0,1,265800.0,102835.0,54800.0,59152.0,,0.0,1.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,,1.0,1.0,2013027932,1,1,,2017.0,.,2013027932,2015037124,2017009836,0.0
24.0,19.0,,5.0,0,320599.0,20421.75,24000.0,29772.0,,0.0,1.0,1.0,1.0,0.0,,2.0,,,0.0,1.0,1.0,2015028892,4,1,,2017.0,.,.,2015028892,2017028407,0.0
27.0,16.0,,3.0,0,1294707.0,124943.48,0.0,34412.0,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2013011716,3,1,,2017.0,.,2013011716,2015015660,2017036160,1.0
30.0,12.0,42000.0,4.0,0,530701.0,62226.0,0.0,26298.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,201103887,21,1,,2017.0,201103887,2013011973,2015016098,2017010762,1.0
34.0,16.0,,3.0,0,108650.0,84965.0,,75248.0,,1.0,0.0,1.0,1.0,0.0,,,,0.0,,1.0,1.0,2017029679,3,0,,2017.0,.,.,.,2017029679,1.0
33.0,15.0,,2.0,1,957446.0,100426.81,60000.0,61834.0,,0.0,0.0,2.0,1.0,1.0,,,1.0,,,3.0,1.0,2017010929,2,0,,2017.0,.,.,.,2017010929,1.0
29.0,15.0,,3.0,0,87652.0,63833.5,645477.0,27320.0,,1.0,0.0,2.0,1.0,1.0,,,0.0,0.0,,1.0,1.0,2017025053,3,0,,2017.0,.,.,.,2017025053,1.0
56.0,0.0,,4.0,1,1761300.0,61690.5,100000.0,33594.0,,0.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,,,1.0,1.0,2017015909,5,0,,2017.0,.,.,.,2017015909,1.0
52.0,9.0,,4.0,0,5768820.0,115452.5,350000.0,40780.0,,0.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,,,1.0,1.0,2015001623,1,1,,2017.0,.,.,2015001623,2017019179,1.0
25.0,12.0,,3.0,1,1321800.0,102630.0,760000.0,216610.0,,0.0,1.0,1.0,1.0,1.0,,3.0,0.0,,0.0,1.0,1.0,2017019884,3,0,,2017.0,.,.,.,2017019884,0.0
43.0,16.0,300000.0,2.0,1,6796615.0,563022.75,2000000.0,159400.0,,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017017686,1,0,,2017.0,.,.,.,2017017686,1.0
23.0,16.0,14000.0,4.0,0,1796920.0,184000.0,220000.0,82200.0,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,201105660,4,1,,2017.0,201105660,2013017302,2015023033,2017013879,1.0
53.0,0.0,,6.0,3,1235785.0,116104.5,138956.0,89876.0,,0.0,1.0,2.0,1.0,0.0,4.0,3.0,,,0.0,1.0,2.0,2013013118,1,1,,2017.0,.,2013013118,2015017675,2017023382,1.0
38.0,12.0,30000.0,2.0,0,419149.0,105082.0,25000.0,38230.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017003959,1,0,1.0,2017.0,.,.,.,2017003959,1.0
28.0,15.0,,1.0,0,48448.0,354.089,20000.0,47600.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,2015034267,1,1,1.0,2017.0,.,.,2015034267,2017007067,0.0
33.0,9.0,,1.0,0,383533.0,9915.277,17500.0,47224.0,,1.0,1.0,3.0,2.0,1.0,,3.0,0.0,,1.0,1.0,1.0,2015008820,21,1,,2017.0,.,.,2015008820,2017004315,1.0
52.0,12.0,24000.0,3.0,0,245417.0,30405.803,,30588.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,1.0,1.0,2013018431,2,1,,2017.0,.,2013018431,2015024390,2017001506,1.0
27.0,15.0,13000.0,3.0,0,382145.0,63569.957,70000.0,27956.0,,1.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,1.0,2.0,1.0,2013004090,3,1,,2017.0,.,2013004090,2015005041,2017033547,0.0
52.0,6.0,,1.0,0,39261.0,9601.5,3680.0,9536.0,2800.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,,,0.0,1.0,2.0,2015032347,2,1,,2017.0,.,.,2015032347,2017033670,0.0
21.0,9.0,,3.0,0,29497.0,3956.0,200000.0,23932.0,,1.0,1.0,1.0,3.0,0.0,,3.0,,,1.0,1.0,2.0,2013011667,3,1,,2017.0,.,2013011667,2015015610,2017028844,1.0
38.0,6.0,30000.0,5.0,0,4557424.0,245340.0,,113625.0,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,201106109,21,1,,2017.0,201106109,2013018219,2015024093,2017034195,0.0
60.0,9.0,,1.0,0,297984.0,15285.5,,24440.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,,1.0,2.0,2015032063,22,1,1.0,2017.0,.,.,2015032063,2017033968,1.0
32.0,6.0,,2.0,0,33000.0,674.0,13000.0,33118.0,,0.0,1.0,2.0,2.0,0.0,,3.0,,0.0,0.0,1.0,1.0,2013020922,1,1,1.0,2017.0,.,2013020922,2015028717,2017025714,0.0
51.0,9.0,,3.0,0,15439.0,42556.0,24500.0,23652.0,,0.0,1.0,2.0,3.0,0.0,3.0,3.0,,,0.0,1.0,2.0,2015027968,4,1,,2017.0,.,.,2015027968,2017010792,0.0
53.0,9.0,42000.0,4.0,0,235814.0,157500.0,0.0,54900.0,,1.0,0.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,,1.0,1.0,201104196,4,1,,2017.0,201104196,2013014093,2015018919,2017032616,0.0
49.0,9.0,,3.0,0,14584.0,2171.75,0.0,24420.0,,1.0,1.0,2.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,2013015836,1,1,1.0,2017.0,.,2013015836,2015021587,2017018647,0.0
17.0,15.0,,3.0,0,1179247.0,146476.0,219675.0,125712.0,,1.0,0.0,,1.0,0.0,,2.0,,,,1.0,1.0,201106407,3,1,,2017.0,201106407,2013018706,2015024741,2017004164,1.0
28.0,15.0,81060.0,3.0,0,901754.0,93851.0,,16328.0,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017010453,2,0,,2017.0,.,.,.,2017010453,0.0
44.0,9.0,,3.0,1,1152076.0,123325.0,43451.0,113970.0,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,,1.0,1.0,2017035926,1,0,1.0,2017.0,.,.,.,2017035926,0.0
31.0,9.0,,2.0,0,265475.0,75729.69,0.0,82350.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,,,2.0,1.0,2017032051,2,0,1.0,2017.0,.,.,.,2017032051,0.0
25.0,15.0,52000.0,3.0,1,4041559.0,4954849.0,561200.0,146036.0,,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,201103105,4,1,,2017.0,201103105,2013010294,2015013390,2017035613,1.0
60.0,6.0,,3.0,1,1656273.0,554750.0,0.0,157400.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,1.0,1.0,2017023152,3,0,,2017.0,.,.,.,2017023152,0.0
38.0,16.0,70000.0,2.0,1,1763648.0,540070.0,860000.0,151400.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015014196,1,1,1.0,2017.0,.,.,2015014196,2017008928,1.0
30.0,9.0,14000.0,4.0,1,325786.0,85781.0,2000.0,50840.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2013020583,1,1,,2017.0,.,2013020583,2015028379,2017016795,1.0
33.0,19.0,36000.0,1.0,0,835379.0,123370.0,0.0,60808.0,,0.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,201105192,3,1,,2017.0,201105192,2013016155,2015021906,2017017097,0.0
29.0,12.0,220000.0,2.0,1,137100.0,330900.0,440000.0,128832.0,,1.0,0.0,2.0,1.0,1.0,,,1.0,0.0,,2.0,1.0,2017033542,2,0,,2017.0,.,.,.,2017033542,0.0
46.0,12.0,,3.0,0,1090583.0,94575.0,520000.0,115900.0,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,2015013485,4,1,1.0,2017.0,.,.,2015013485,2017039013,0.0
42.0,12.0,,3.0,1,1942026.0,85500.0,0.0,128870.0,,0.0,0.0,2.0,1.0,1.0,5.0,4.0,0.0,,,1.0,1.0,201103321,1,1,,2017.0,201103321,2013010510,2015013603,2017023162,1.0
30.0,16.0,80000.0,2.0,1,1676582.0,145023.5,0.0,82832.0,,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2017033025,1,0,1.0,2017.0,.,.,.,2017033025,1.0
47.0,0.0,,2.0,0,9700.0,43511.0,0.0,4590.0,,0.0,1.0,3.0,3.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013006135,1,1,1.0,2017.0,.,2013006135,2015008114,2017017065,1.0
45.0,9.0,,2.0,1,198500.0,57000.0,119600.0,77130.0,,1.0,0.0,3.0,1.0,1.0,,2.0,0.0,0.0,,3.0,1.0,2013002362,1,1,1.0,2017.0,.,2013002362,2015002482,2017006984,1.0
40.0,9.0,7200.0,2.0,0,283900.0,78150.0,10000.0,38341.0,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013020232,2,1,,2017.0,.,2013020232,2015027946,2017032560,1.0
50.0,6.0,22500.0,4.0,0,173269.0,24675.0,28700.0,27792.0,,1.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,,1.0,2.0,2015021649,2,1,1.0,2017.0,.,.,2015021649,2017017102,0.0
35.0,12.0,,3.0,2,1115706.0,229952.0,114611.0,135304.0,5000.0,1.0,,2.0,3.0,1.0,4.0,2.0,0.0,,,1.0,1.0,2013003890,2,1,1.0,2017.0,.,2013003890,2015004660,2017027082,1.0
21.0,16.0,,6.0,1,242034.0,39689.5,0.0,76296.0,,0.0,1.0,1.0,1.0,0.0,,3.0,,,,1.0,1.0,2013027389,5,1,,2017.0,.,2013027389,2015036586,2017036163,1.0
27.0,6.0,,2.0,0,22937.0,34041.75,18000.0,46240.0,8000.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,,,0.0,1.0,2.0,2015024921,5,1,,2017.0,.,.,2015024921,2017004083,1.0
41.0,23.0,110000.0,2.0,1,2397094.0,242110.0,96000.0,86600.0,,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,2015006467,1,1,,2017.0,.,.,2015006467,2017002088,1.0
26.0,9.0,15000.0,4.0,1,673236.0,29084.0,0.0,76990.0,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,0.0,1.0,1.0,2015024471,3,1,,2017.0,.,.,2015024471,2017003797,0.0
18.0,12.0,10000.0,3.0,0,804100.0,37140.0,20000.0,30708.0,,1.0,1.0,1.0,1.0,0.0,,3.0,,0.0,,1.0,1.0,201106079,3,1,,2017.0,201106079,2013018190,2015024065,2017009042,1.0
27.0,16.0,,2.0,0,5975.0,36058.918,,26272.0,,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,2.0,2017035267,3,0,,2017.0,.,.,.,2017035267,0.0
20.0,6.0,10800.0,3.0,0,51247.0,16775.0,0.0,28840.0,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2017011453,6,0,,2017.0,.,.,.,2017011453,0.0
24.0,15.0,24000.0,3.0,0,243000.0,79809.0,40000.0,31600.0,,1.0,0.0,1.0,1.0,1.0,,2.0,0.0,0.0,,1.0,1.0,2017021316,3,0,,2017.0,.,.,.,2017021316,0.0
