age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,pline,hhead,year,returnee
33.0,9.0,,2.0,1,1221220.0,36595.375,100000.0,423428.0,,0.0,0.0,2.0,2.0,,3.0,,,,0.0,1.0,1.0,2017015909,1,0,2019.0,1.0
47.0,12.0,,3.0,1,7458305.0,112505.0,800000.0,296400.0,,1.0,0.0,2.0,1.0,,4.0,2.0,,0.0,,1.0,1.0,2013018581,2,1,2019.0,1.0
26.0,16.0,30000.0,3.0,0,1830217.0,282752.5,7148.0,221875.0,,0.0,1.0,1.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019015187,2,0,2019.0,1.0
20.0,12.0,,3.0,0,1034990.0,53873.785,0.0,39840.0,,0.0,1.0,1.0,1.0,,,3.0,,,1.0,1.0,2.0,2015034038,3,0,2019.0,0.0
31.0,9.0,,2.0,0,231250.0,50746.0,110000.0,69200.0,,1.0,1.0,2.0,2.0,,,3.0,,,0.0,1.0,1.0,2019005539,2,1,2019.0,1.0
53.0,6.0,30000.0,4.0,1,350356.0,231229.02,0.0,296990.4,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,2.0,1.0,2019013161,3,1,2019.0,0.0
19.0,16.0,,4.0,0,386817.0,63010.5,8300.0,63545.0,,1.0,1.0,1.0,1.0,,,4.0,,,,1.0,1.0,2013012619,4,0,2019.0,0.0
20.0,16.0,,4.0,0,1707722.0,297382.75,170000.0,175494.0,,1.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2013024389,5,0,2019.0,0.0
43.0,6.0,,3.0,1,308647.0,58228.0,140000.0,57320.0,,1.0,1.0,2.0,3.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2013027226,6,1,2019.0,1.0
17.0,12.0,,3.0,0,313935.0,13000.175,0.0,78956.0,,1.0,1.0,,1.0,,3.0,3.0,,,,1.0,1.0,2019015909,3,0,2019.0,0.0
20.0,12.0,,3.0,0,2314770.0,56555.0,0.0,54008.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019002754,3,0,2019.0,0.0
56.0,16.0,50000.0,1.0,0,708300.0,102750.0,,87592.0,,1.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,2013003509,1,1,2019.0,1.0
47.0,9.0,28800.0,3.0,1,2155835.2,218850.66,0.0,152040.0,,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,2017035659,1,1,2019.0,0.0
42.0,9.0,,3.0,0,441360.0,-12982.5,240000.0,49488.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,0.0,1.0,1.0,2013005677,1,0,2019.0,1.0
44.0,9.0,,2.0,1,2291249.0,48710.0,,68568.0,,1.0,1.0,2.0,2.0,,2.0,2.0,0.0,0.0,,1.0,1.0,2015012228,2,1,2019.0,1.0
36.0,9.0,,2.0,0,89826.0,55665.0,0.0,27933.0,,0.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,1.0,1.0,2013025108,2,0,2019.0,1.0
43.0,6.0,,3.0,0,141456.0,47368.0,0.0,51431.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,1.0,1.0,2017002761,1,1,2019.0,1.0
31.0,9.0,9000.0,2.0,0,65620.0,12707.5,0.0,32100.0,,1.0,1.0,1.0,3.0,,,3.0,,0.0,0.0,1.0,2.0,2019025673,3,0,2019.0,1.0
27.0,15.0,,4.0,0,199719.0,126172.0,30000.0,29550.0,,1.0,1.0,1.0,2.0,,,3.0,,,0.0,1.0,1.0,2013027285,3,0,2019.0,1.0
16.0,12.0,,3.0,1,632800.0,49675.0,0.0,108100.0,,1.0,1.0,,1.0,,,4.0,,,0.0,1.0,1.0,2019019364,3,0,2019.0,0.0
29.0,15.0,,2.0,0,715059.75,154261.5,593797.0,61250.0,,1.0,0.0,1.0,1.0,,2.0,1.0,1.0,0.0,,1.0,1.0,2013020275,3,0,2019.0,0.0
19.0,12.0,,3.0,0,62500.0,14596.0,0.0,38184.0,,1.0,1.0,1.0,1.0,,,3.0,,,1.0,1.0,1.0,2019009128,3,0,2019.0,0.0
41.0,9.0,27500.0,2.0,0,437900.0,61210.5,105000.0,75876.0,,1.0,1.0,2.0,3.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2017011836,3,1,2019.0,1.0
54.0,9.0,36000.0,3.0,0,426657.0,67500.0,0.0,53536.0,,1.0,1.0,2.0,1.0,,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2019015671,1,1,2019.0,0.0
39.0,9.0,,2.0,1,1241113.0,-138218.0,0.0,81562.0,,1.0,1.0,2.0,2.0,,5.0,4.0,,0.0,0.0,1.0,2.0,2019019941,3,0,2019.0,1.0
41.0,12.0,,3.0,1,3687100.0,3035.0,300000.0,134000.0,18000.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,1.0,1.0,2019015122,1,0,2019.0,0.0
28.0,9.0,,4.0,0,269893.0,71969.5,1050.0,18497.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,1.0,1.0,2.0,2019013959,4,0,2019.0,0.0
33.0,12.0,48000.0,2.0,0,1106495.0,176325.39,,195300.0,,0.0,0.0,2.0,2.0,,5.0,3.0,,0.0,,2.0,1.0,2019032447,1,0,2019.0,1.0
17.0,12.0,,3.0,1,1105668.0,74000.0,0.0,82570.0,,1.0,0.0,,1.0,,,2.0,,,,1.0,1.0,2019024185,3,0,2019.0,0.0
57.0,12.0,,3.0,0,221795.0,30766.5,5500.0,62418.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2019031715,4,0,2019.0,0.0
57.0,9.0,10000.0,2.0,0,119980.0,15518.925,10200.0,33600.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019030004,1,1,2019.0,1.0
46.0,9.0,,4.0,1,506416.0,33217.5,20000.0,308748.0,,0.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2015030356,1,0,2019.0,1.0
48.0,16.0,60000.0,2.0,1,4792327.0,32539.7,20000.0,50984.0,,1.0,0.0,2.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,2019002062,2,1,2019.0,1.0
39.0,12.0,48000.0,3.0,1,1120500.0,146320.0,0.0,135307.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,2.0,2019015123,3,1,2019.0,0.0
19.0,16.0,,4.0,0,217300.0,66817.5,0.0,54774.0,,0.0,0.0,1.0,1.0,,5.0,2.0,,,,1.0,1.0,2017011974,5,0,2019.0,0.0
24.0,15.0,72000.0,1.0,1,522352.0,90200.0,0.0,132772.0,,1.0,1.0,1.0,1.0,1.0,,3.0,,0.0,0.0,2.0,1.0,2019012807,1,1,2019.0,0.0
54.0,12.0,,2.0,0,366960.0,43270.0,0.0,49114.0,,0.0,0.0,2.0,2.0,,2.0,1.0,0.0,0.0,,1.0,1.0,2019002778,1,1,2019.0,1.0
48.0,6.0,,2.0,0,235150.0,46250.0,0.0,54101.0,,1.0,1.0,2.0,1.0,1.0,,3.0,,0.0,0.0,1.0,1.0,2019012638,1,0,2019.0,1.0
36.0,9.0,40000.0,3.0,1,749096.0,64203.5,190000.0,155032.0,,1.0,0.0,2.0,1.0,,4.0,2.0,,0.0,,1.0,1.0,2019020608,2,0,2019.0,1.0
17.0,12.0,,3.0,1,1867629.0,43828.0,330000.0,30014.0,,1.0,0.0,,1.0,,,2.0,,,,1.0,1.0,2013002446,3,0,2019.0,0.0
46.0,9.0,1600.0,3.0,0,1435560.0,16720.0,0.0,57700.0,,1.0,1.0,2.0,1.0,,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2017032873,2,1,2019.0,1.0
54.0,6.0,,4.0,0,582195.0,28450.35,0.0,44231.0,,0.0,1.0,2.0,3.0,,,3.0,,0.0,0.0,1.0,2.0,2019028862,1,0,2019.0,1.0
43.0,9.0,,1.0,0,269200.0,107270.0,30000.0,42548.0,,0.0,1.0,3.0,3.0,,5.0,4.0,,0.0,,1.0,1.0,2019029871,1,1,2019.0,1.0
25.0,16.0,,3.0,0,198054.0,82490.0,15000.0,45659.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2013028074,3,0,2019.0,0.0
33.0,15.0,75000.0,3.0,1,371143.0,125085.0,0.0,79598.0,,1.0,1.0,2.0,1.0,,5.0,3.0,,0.0,0.0,1.0,1.0,2019029394,3,0,2019.0,1.0
51.0,6.0,25000.0,2.0,0,515580.0,59232.465,20000.0,7946.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2013013897,22,0,2019.0,1.0
30.0,12.0,,2.0,1,2627290.0,15900.0,,114010.0,,1.0,0.0,2.0,1.0,,,4.0,,,,1.0,,2019031487,3,0,2019.0,1.0
30.0,15.0,50000.0,2.0,0,734835.0,151700.0,0.0,344179.0,,0.0,1.0,2.0,1.0,,4.0,2.0,,0.0,0.0,2.0,1.0,2019000453,2,0,2019.0,0.0
28.0,9.0,18000.0,2.0,0,59000.0,23360.0,120000.0,68210.0,,1.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,2.0,1.0,2019007168,2,1,2019.0,0.0
22.0,9.0,,3.0,0,1234260.0,92700.0,,43420.0,,0.0,0.0,1.0,1.0,,,,,,,1.0,1.0,2019005932,3,0,2019.0,0.0
49.0,9.0,30000.0,2.0,1,1405951.0,55905.49,0.0,36222.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2019013594,1,1,2019.0,1.0
30.0,9.0,24480.0,2.0,0,508203.0,94772.5,0.0,89750.0,,0.0,1.0,2.0,1.0,,5.0,4.0,,0.0,0.0,2.0,1.0,2019001893,2,0,2019.0,0.0
21.0,9.0,16800.0,3.0,0,171960.0,47776.0,0.0,16861.0,,1.0,1.0,1.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2019024426,4,0,2019.0,1.0
19.0,12.0,,4.0,0,4430500.0,11647.875,5000.0,36950.0,,1.0,,1.0,2.0,,,2.0,,,,1.0,1.0,2019021120,2,0,2019.0,0.0
45.0,12.0,,3.0,1,413018.0,51505.0,0.0,70700.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,2.0,1.0,2017028597,2,0,2019.0,0.0
17.0,9.0,,2.0,0,573808.5,62112.0,200000.0,55992.0,,1.0,0.0,,1.0,,,2.0,,,,1.0,2.0,2017032735,3,0,2019.0,0.0
55.0,0.0,,4.0,0,217429.0,40008.75,45000.0,132600.0,,0.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,1.0,1.0,2019014487,1,0,2019.0,1.0
22.0,16.0,80000.0,3.0,1,2035291.0,320505.0,160000.0,186444.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2019019560,1,0,2019.0,1.0
37.0,6.0,72000.0,2.0,0,321741.0,107647.34,0.0,69943.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2019030175,3,0,2019.0,1.0
17.0,12.0,,4.0,0,434987.0,-450.0,0.0,31844.0,,0.0,1.0,,1.0,,,,,,0.0,1.0,1.0,2019029813,4,0,2019.0,0.0
28.0,16.0,48000.0,2.0,1,1014828.0,130605.9,0.0,186746.0,5000.0,0.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,2.0,2015033765,21,0,2019.0,1.0
53.0,6.0,20000.0,2.0,0,399640.0,34070.0,0.0,27804.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2017007667,1,1,2019.0,1.0
39.0,9.0,,2.0,1,1655554.0,107220.0,500000.0,162580.0,,0.0,1.0,2.0,1.0,,,,,0.0,,2.0,1.0,2019020740,2,0,2019.0,1.0
17.0,12.0,,3.0,0,5451231.0,156151.0,0.0,87668.0,,1.0,0.0,,1.0,,,2.0,,,,1.0,1.0,2019009713,3,0,2019.0,0.0
53.0,6.0,,3.0,0,127084.0,6000.35,200000.0,19954.0,,1.0,1.0,2.0,2.0,,6.0,3.0,,0.0,0.0,1.0,2.0,2013024057,1,0,2019.0,0.0
42.0,9.0,,3.0,1,3129109.0,50070.0,0.0,84320.0,,1.0,1.0,2.0,2.0,1.0,5.0,4.0,,0.0,0.0,1.0,1.0,2019015905,1,1,2019.0,1.0
23.0,9.0,,4.0,0,470302.0,27396.05,0.0,46324.0,,1.0,1.0,1.0,1.0,,,3.0,,,1.0,1.0,1.0,2019030236,3,0,2019.0,0.0
17.0,12.0,,3.0,1,470611.0,37925.0,,101903.0,,0.0,,,1.0,,,2.0,,,,1.0,1.0,2015036293,5,0,2019.0,0.0
48.0,9.0,,3.0,0,222095.0,31853.5,0.0,75400.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2017033478,2,1,2019.0,1.0
46.0,9.0,70000.0,3.0,0,1369972.0,171370.0,0.0,52789.0,,1.0,1.0,2.0,1.0,,3.0,,,0.0,0.0,1.0,1.0,2019001763,3,1,2019.0,1.0
20.0,15.0,,4.0,0,722890.0,59692.5,50000.0,68740.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2013020328,3,0,2019.0,0.0
19.0,6.0,,3.0,0,111010.0,2266.0,50000.0,37489.0,,1.0,1.0,1.0,2.0,,,3.0,,,0.0,1.0,2.0,2019025924,3,0,2019.0,0.0
51.0,6.0,,2.0,1,4115320.0,3402.0,,63100.0,,0.0,0.0,2.0,3.0,,4.0,2.0,,0.0,,1.0,1.0,2019014228,2,0,2019.0,1.0
24.0,16.0,,3.0,0,366471.0,9180.854,43000.0,26052.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019033858,3,0,2019.0,0.0
48.0,12.0,100000.0,3.0,0,5171231.0,417817.5,600000.0,121650.0,,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2019009868,1,1,2019.0,0.0
39.0,9.0,,2.0,0,98250.0,36394.25,0.0,56543.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2013021208,21,0,2019.0,1.0
20.0,16.0,,4.0,1,735480.0,75350.0,0.0,87820.0,,0.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2017029363,3,0,2019.0,0.0
17.0,12.0,,3.0,0,1101319.0,58723.72,6000.0,61374.0,,1.0,0.0,,1.0,,,2.0,,,,1.0,1.0,2015029372,3,0,2019.0,0.0
51.0,6.0,,5.0,0,77066.0,13100.875,115000.0,233900.0,,0.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,1.0,1.0,2019024738,2,0,2019.0,1.0
16.0,9.0,,4.0,0,111318.0,-10050.0,6450.0,21955.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2019026111,3,0,2019.0,0.0
29.0,15.0,26000.0,2.0,1,335653.0,90500.0,6500.0,233300.0,,0.0,1.0,2.0,1.0,,,3.0,,1.0,0.0,1.0,1.0,2017009444,2,1,2019.0,1.0
21.0,15.0,,5.0,0,89602.0,44768.0,135000.0,102152.0,,1.0,0.0,1.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2013021598,5,0,2019.0,0.0
40.0,9.0,,2.0,0,911832.0,54294.5,0.0,110344.0,,0.0,0.0,2.0,1.0,,2.0,1.0,1.0,0.0,,1.0,1.0,2017002061,2,0,2019.0,0.0
31.0,16.0,,2.0,0,135962.0,194007.0,0.0,27560.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2017026773,31,0,2019.0,0.0
16.0,9.0,,3.0,0,232644.0,62341.88,0.0,59960.0,,0.0,1.0,,2.0,,,3.0,,,0.0,1.0,1.0,2019013516,3,0,2019.0,0.0
30.0,12.0,53040.0,2.0,0,1024000.0,144640.0,0.0,68500.0,,1.0,0.0,1.0,1.0,,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2013016767,31,0,2019.0,1.0
29.0,15.0,,2.0,2,1933000.0,-499930.0,,147740.0,,1.0,0.0,2.0,1.0,,,,,0.0,,1.0,1.0,2019022981,2,1,2019.0,1.0
45.0,6.0,,3.0,1,204041.0,32344.293,,89184.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013027181,6,1,2019.0,0.0
52.0,6.0,,3.0,0,104063.0,1853.0,0.0,38714.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,2.0,2019028239,2,0,2019.0,1.0
26.0,16.0,60000.0,3.0,0,1713285.0,153756.0,680000.0,217540.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013021697,21,0,2019.0,1.0
22.0,16.0,,3.0,0,58260.0,38580.0,0.0,31580.0,,0.0,1.0,1.0,1.0,,,,,,0.0,1.0,1.0,2013007741,3,0,2019.0,0.0
22.0,16.0,,3.0,1,1327386.0,63228.0,50000.0,87860.0,,1.0,0.0,1.0,1.0,,,4.0,,,,1.0,1.0,2019026688,3,0,2019.0,0.0
29.0,16.0,80000.0,3.0,0,2721982.8,359256.5,1450000.0,85467.0,,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2019022817,1,0,2019.0,1.0
23.0,16.0,10000.0,3.0,2,3601056.0,208000.0,150000.0,110176.0,,0.0,0.0,1.0,1.0,,2.0,1.0,1.0,0.0,,1.0,1.0,2017030794,3,0,2019.0,1.0
16.0,12.0,,3.0,0,112960.0,43603.5,4000.0,29700.0,,0.0,1.0,,1.0,,,2.0,,,0.0,1.0,1.0,2019007510,3,0,2019.0,0.0
37.0,9.0,48000.0,2.0,0,1000673.0,187938.0,400000.0,113750.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2019022746,1,1,2019.0,0.0
29.0,16.0,18000.0,1.0,0,202975.0,24878.0,30000.0,21275.0,,1.0,1.0,1.0,3.0,,,,,,0.0,1.0,1.0,2019018098,3,0,2019.0,0.0
56.0,15.0,72000.0,2.0,1,916450.0,97005.0,,85590.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,2.0,1.0,2017017148,1,1,2019.0,1.0
33.0,12.0,,2.0,0,227891.0,40105.0,0.0,53060.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,,0.0,2.0,1.0,2019027754,1,1,2019.0,0.0
52.0,12.0,28000.0,3.0,1,2020013.0,130400.0,350000.0,110200.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013017693,2,1,2019.0,1.0
43.0,9.0,,2.0,1,1346570.0,56604.0,0.0,210350.0,,1.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,1.0,1.0,2019025083,1,1,2019.0,1.0
40.0,15.0,45600.0,2.0,1,723245.1,156450.0,0.0,67600.0,,1.0,,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2013026347,1,0,2019.0,1.0
17.0,12.0,,3.0,1,638414.0,114055.0,,66550.0,,0.0,0.0,,1.0,,,2.0,,,,1.0,1.0,2015004207,3,0,2019.0,0.0
17.0,15.0,,3.0,0,48601.0,22850.0,33003.0,61413.0,,1.0,1.0,,1.0,,,3.0,,,0.0,1.0,2.0,2013005717,23,0,2019.0,0.0
19.0,16.0,,3.0,0,134441.0,36058.508,10000.0,61470.0,,0.0,1.0,1.0,1.0,,,5.0,,,0.0,1.0,1.0,2019007507,3,0,2019.0,0.0
48.0,6.0,25000.0,3.0,1,527655.0,52371.0,7500.0,219850.0,10000.0,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019015957,1,1,2019.0,1.0
43.0,15.0,84000.0,3.0,1,1615002.0,321816.84,225000.0,222780.0,,1.0,1.0,2.0,2.0,,4.0,2.0,,0.0,0.0,2.0,1.0,2019000455,3,1,2019.0,0.0
49.0,9.0,,5.0,0,560512.0,406541.72,0.0,206940.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,1.0,1.0,2015016238,1,1,2019.0,1.0
57.0,9.0,,4.0,0,580550.0,-2665.0,450000.0,78600.0,,0.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,2.0,1.0,2019029847,3,0,2019.0,1.0
43.0,0.0,,4.0,0,75130.0,160000.0,30000.0,72260.0,,0.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,2.0,2.0,2013025168,1,0,2019.0,0.0
30.0,12.0,,2.0,0,297900.0,74610.5,60000.0,75720.0,,0.0,0.0,2.0,1.0,,,4.0,,0.0,,1.0,1.0,2013017496,2,0,2019.0,0.0
37.0,12.0,4000.0,4.0,0,598919.0,91302.305,50000.0,93100.0,,0.0,1.0,2.0,1.0,,,,,0.0,0.0,1.0,1.0,2019031320,3,0,2019.0,1.0
32.0,15.0,,2.0,0,475500.0,60035.0,171075.0,169500.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,,0.0,1.0,1.0,2019005316,1,0,2019.0,1.0
33.0,6.0,,4.0,1,1283212.0,68642.95,0.0,100458.0,,0.0,1.0,2.0,1.0,,3.0,,,0.0,0.0,1.0,1.0,2019019696,4,0,2019.0,0.0
34.0,16.0,100000.0,3.0,0,2389200.0,170905.0,160000.0,129000.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2019011930,2,1,2019.0,0.0
38.0,9.0,35000.0,2.0,0,154505.0,64480.5,,60292.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2019021764,2,1,2019.0,0.0
35.0,9.0,,4.0,0,622523.0,19321.0,15000.0,108866.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2019024053,3,0,2019.0,1.0
34.0,6.0,12500.0,4.0,1,542383.0,45125.0,85000.0,207632.0,,0.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019014014,1,0,2019.0,1.0
22.0,15.0,35000.0,4.0,0,745882.0,96420.0,0.0,52050.0,,1.0,0.0,1.0,2.0,,2.0,1.0,,,,1.0,1.0,2019018316,4,0,2019.0,1.0
42.0,6.0,,2.0,1,144308.0,51400.0,,53646.0,,0.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,1.0,1.0,2013000941,4,0,2019.0,0.0
29.0,16.0,,3.0,0,611589.7,149495.0,200000.0,48263.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2019031391,3,0,2019.0,0.0
36.0,9.0,,3.0,0,682200.0,18007.0,252000.0,44790.0,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,,0.0,1.0,1.0,2015015873,1,1,2019.0,0.0
50.0,0.0,,4.0,0,469547.0,15695.0,130000.0,36935.0,5000.0,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019033401,2,1,2019.0,1.0
22.0,16.0,,3.0,1,353480.0,70770.0,,60460.0,,1.0,1.0,1.0,1.0,,,4.0,,,0.0,1.0,1.0,2019033292,3,0,2019.0,0.0
16.0,9.0,,4.0,0,175262.0,18233.0,51000.0,51882.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2019018969,4,0,2019.0,0.0
40.0,15.0,,2.0,0,779100.0,21.5,200000.0,53500.0,,0.0,1.0,2.0,2.0,,,5.0,,,,1.0,1.0,2019017781,1,0,2019.0,0.0
31.0,19.0,,2.0,0,473376.0,455628.0,,207100.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2019022604,1,1,2019.0,1.0
42.0,9.0,,4.0,0,5220.0,30619.75,0.0,87652.0,,0.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,2.0,1.0,2019022606,2,0,2019.0,0.0
21.0,16.0,,3.0,1,1568360.0,133787.0,,266891.0,,1.0,1.0,1.0,1.0,,6.0,,,,,1.0,2.0,2013009007,5,0,2019.0,0.0
29.0,15.0,50000.0,2.0,0,839100.0,130070.0,280000.0,84100.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2017000530,1,1,2019.0,1.0
20.0,12.0,,3.0,0,50170.0,39070.0,340000.0,72250.0,,0.0,1.0,1.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2019008541,4,0,2019.0,0.0
35.0,6.0,45000.0,2.0,1,172700.0,49012.25,,94692.0,,1.0,1.0,2.0,1.0,,,,,0.0,0.0,2.0,1.0,2019015127,2,1,2019.0,0.0
19.0,9.0,1.0,1.0,0,27240.0,24050.9,0.0,18566.0,,0.0,1.0,1.0,1.0,,,3.0,,0.0,1.0,1.0,1.0,2013016101,3,0,2019.0,1.0
36.0,6.0,36000.0,2.0,0,1742420.0,102525.0,0.0,29760.0,,0.0,1.0,2.0,1.0,,,4.0,,0.0,,1.0,1.0,2019010454,2,0,2019.0,0.0
18.0,12.0,,3.0,0,784461.0,33187.0,70000.0,90260.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019016158,3,0,2019.0,0.0
55.0,16.0,42000.0,3.0,1,9416523.0,279912.0,0.0,125135.0,,0.0,0.0,2.0,2.0,,1.0,1.0,0.0,1.0,,1.0,1.0,2019014614,1,0,2019.0,1.0
57.0,9.0,,4.0,0,1666298.0,101040.0,0.0,150300.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,,,1.0,1.0,2013020702,4,0,2019.0,0.0
32.0,15.0,,2.0,0,242550.0,37000.0,100000.0,38350.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,,0.0,1.0,1.0,2019006707,1,1,2019.0,0.0
27.0,15.0,3500.0,3.0,1,605968.0,68687.5,0.0,100250.0,,0.0,1.0,1.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2013010991,21,0,2019.0,1.0
24.0,15.0,15000.0,5.0,0,278740.0,56845.0,0.0,101610.0,,0.0,1.0,1.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2019023237,4,0,2019.0,0.0
21.0,16.0,,3.0,0,185462.0,108083.0,29000.0,42585.0,,0.0,1.0,1.0,2.0,,,3.0,,,1.0,1.0,1.0,2013027154,23,0,2019.0,0.0
32.0,9.0,,2.0,0,68533.0,9000.0,52935.0,36738.0,,1.0,1.0,3.0,2.0,,3.0,3.0,,0.0,0.0,1.0,,2019032990,2,0,2019.0,1.0
17.0,12.0,,2.0,0,25320.0,22272.0,,11733.0,,1.0,1.0,,1.0,,,3.0,,,0.0,1.0,2.0,2019026108,4,0,2019.0,0.0
55.0,6.0,27500.0,2.0,0,329113.0,45380.0,4750.0,27688.0,,1.0,1.0,2.0,3.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2019014197,2,1,2019.0,0.0
23.0,19.0,,3.0,2,5174868.0,93102.5,500000.0,373400.0,,0.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2013012594,3,0,2019.0,0.0
24.0,15.0,18000.0,3.0,1,5705419.0,167038.0,2220000.0,122504.0,,1.0,0.0,1.0,2.0,,1.0,1.0,0.0,0.0,,1.0,1.0,2013011492,3,0,2019.0,1.0
24.0,16.0,,4.0,0,1355501.0,104305.0,0.0,67000.0,,1.0,1.0,1.0,1.0,,,,,,0.0,1.0,1.0,2013024058,3,0,2019.0,0.0
25.0,,,4.0,0,288393.0,45880.7,,63017.0,,0.0,1.0,2.0,2.0,,,3.0,,,0.0,1.0,1.0,2019027140,4,0,2019.0,0.0
