age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,pline,hhead,year,returnee
37.0,12.0,,3.0,1,392304.0,5010.5,3000.0,54840.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013013437,1,0,2019.0,1.0
16.0,6.0,,3.0,1,1182128.0,173470.0,0.0,169816.0,,0.0,0.0,,1.0,,,4.0,,,,1.0,1.0,2019014748,4,0,2019.0,0.0
54.0,6.0,,3.0,0,147010.0,87208.0,0.0,39600.0,,1.0,1.0,2.0,2.0,,,3.0,,,0.0,1.0,2.0,2019007578,1,1,2019.0,1.0
25.0,16.0,60000.0,3.0,0,2365383.5,127483.66,0.0,77968.0,,0.0,1.0,1.0,1.0,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2015015182,31,0,2019.0,1.0
33.0,12.0,,3.0,0,2389200.0,170905.0,160000.0,129000.0,,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2019011930,1,0,2019.0,0.0
57.0,12.0,,1.0,0,11480.0,24000.0,,144900.0,,0.0,0.0,3.0,2.0,0.0,4.0,2.0,,,,2.0,1.0,2019022526,1,1,2019.0,0.0
23.0,16.0,,4.0,1,924729.0,126152.0,31565.0,272953.0,,0.0,1.0,1.0,1.0,,,,,,0.0,1.0,1.0,2015017862,4,0,2019.0,0.0
24.0,16.0,,3.0,0,80965.0,48789.75,700.0,41782.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019028303,3,0,2019.0,0.0
45.0,6.0,35000.0,3.0,0,1017453.0,44000.0,90000.0,90364.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2017034545,2,1,2019.0,1.0
43.0,12.0,27600.0,1.0,0,1122300.0,41398.0,10000.0,29470.0,,0.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2019023215,1,1,2019.0,1.0
32.0,16.0,22200.0,4.0,0,342534.0,134886.0,3000.0,60789.0,,0.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2013025370,22,1,2019.0,1.0
20.0,16.0,,3.0,0,5273463.0,179904.75,0.0,109100.0,,1.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2017011048,32,0,2019.0,0.0
20.0,16.0,,2.0,0,229332.0,4000.175,0.0,35949.0,,0.0,0.0,1.0,1.0,,,2.0,,,,2.0,1.0,2019032651,2,0,2019.0,0.0
24.0,15.0,,4.0,0,249196.0,105879.0,69000.0,42202.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019014154,3,0,2019.0,0.0
50.0,6.0,,4.0,1,903842.0,88270.0,0.0,214160.0,,0.0,0.0,2.0,1.0,1.0,4.0,2.0,,0.0,,2.0,1.0,2017016081,1,1,2019.0,1.0
17.0,12.0,,5.0,0,408140.0,37915.0,0.0,73060.0,,1.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2013020975,3,0,2019.0,0.0
33.0,9.0,,2.0,0,814600.0,31035.0,20000.0,27240.0,,0.0,1.0,2.0,2.0,,,,,,0.0,1.0,1.0,2013016961,1,0,2019.0,1.0
25.0,15.0,,3.0,0,58320.0,111503.72,160000.0,80116.0,,1.0,,1.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013026790,31,0,2019.0,0.0
25.0,16.0,,1.0,0,33215.0,2100.0,20000.0,12216.0,2000.0,1.0,1.0,1.0,1.0,,5.0,4.0,,,0.0,1.0,1.0,2019033634,1,1,2019.0,1.0
28.0,12.0,24000.0,4.0,0,137900.0,52817.5,,98469.0,3000.0,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2019027501,2,1,2019.0,0.0
55.0,6.0,,3.0,0,138151.0,84733.41,0.0,28180.0,,0.0,1.0,3.0,1.0,,3.0,3.0,,,0.0,1.0,2.0,2015016245,2,1,2019.0,1.0
57.0,9.0,30000.0,4.0,1,196650.0,73919.0,0.0,82952.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2017035225,1,0,2019.0,1.0
58.0,12.0,,1.0,0,1441000.0,77070.0,0.0,86440.0,,0.0,0.0,2.0,1.0,,2.0,1.0,0.0,0.0,,1.0,1.0,2019015672,1,1,2019.0,1.0
56.0,9.0,26400.0,2.0,0,743501.0,55021.0,0.0,53490.0,,1.0,0.0,2.0,1.0,,,,,0.0,,1.0,1.0,2019015679,2,0,2019.0,0.0
19.0,16.0,,3.0,0,271481.0,20914.75,0.0,48250.0,,1.0,1.0,1.0,1.0,,,4.0,,,0.0,1.0,2.0,2017030527,1,1,2019.0,0.0
37.0,12.0,60000.0,2.0,0,2232589.0,225753.5,718000.0,65126.0,5500.0,0.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013008428,1,0,2019.0,0.0
34.0,16.0,36000.0,4.0,0,67941.0,53810.0,0.0,15722.0,,1.0,0.0,2.0,1.0,,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2015030889,4,0,2019.0,0.0
16.0,9.0,,3.0,0,28094.0,1107.0,0.0,47120.0,,1.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2019015475,3,0,2019.0,0.0
57.0,16.0,80000.0,3.0,2,3876315.8,212644.0,0.0,274496.0,,1.0,0.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2019002291,2,1,2019.0,1.0
17.0,12.0,,5.0,0,545024.0,36545.0,124148.0,136320.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,2.0,2015018028,3,0,2019.0,0.0
48.0,9.0,,4.0,0,24344.0,108928.4,0.0,18404.0,,0.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,1.0,2.0,2015030660,5,0,2019.0,1.0
21.0,9.0,4500.0,6.0,0,338718.0,41206.0,0.0,206340.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2015028118,35,1,2019.0,1.0
47.0,15.0,,2.0,1,3826415.0,-107000.0,380494.0,354019.0,,0.0,0.0,3.0,1.0,,4.0,2.0,,0.0,,2.0,1.0,2019022662,2,1,2019.0,0.0
36.0,9.0,,2.0,1,2291867.0,38909.0,76532.0,265192.0,,1.0,1.0,2.0,1.0,,6.0,3.0,,,0.0,1.0,2.0,2013021285,25,0,2019.0,0.0
17.0,12.0,,2.0,0,60102.0,27700.0,20000.0,21235.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2017033446,2,0,2019.0,0.0
26.0,9.0,37500.0,4.0,0,315113.0,85808.0,1000.0,51937.0,,1.0,1.0,2.0,1.0,,,,,0.0,0.0,1.0,3.0,2015016273,4,0,2019.0,1.0
55.0,6.0,1700.0,4.0,3,2184402.0,198604.0,0.0,158900.0,,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2017015203,1,1,2019.0,1.0
17.0,12.0,,3.0,1,4832951.0,344057.75,,238023.0,,1.0,0.0,,1.0,,,2.0,,,,2.0,1.0,2013011714,5,0,2019.0,0.0
37.0,12.0,,2.0,0,920015.0,41026.25,170200.0,49120.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013024003,2,0,2019.0,0.0
18.0,12.0,,4.0,1,244794.0,59271.465,0.0,100300.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019032074,1,0,2019.0,0.0
27.0,9.0,15000.0,5.0,0,134582.0,55931.0,10000.0,89362.0,,1.0,1.0,1.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013020852,5,0,2019.0,1.0
26.0,19.0,80000.0,3.0,0,337900.0,199317.5,0.0,32400.0,,0.0,1.0,1.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013012824,3,0,2019.0,0.0
45.0,15.0,40000.0,2.0,1,406928.0,50140.45,,92520.0,,1.0,0.0,2.0,1.0,,2.0,1.0,,1.0,,1.0,1.0,2019030272,2,0,2019.0,1.0
30.0,0.0,20000.0,2.0,1,235460.0,69220.0,16800.0,71643.0,,1.0,1.0,1.0,1.0,,,3.0,,0.0,1.0,1.0,1.0,2019002676,2,1,2019.0,1.0
35.0,15.0,84000.0,2.0,2,1543540.0,230401.0,80000.0,118700.0,,1.0,0.0,2.0,2.0,,2.0,1.0,1.0,0.0,,1.0,1.0,2019023032,2,1,2019.0,1.0
38.0,6.0,5000.0,2.0,0,20751.0,5402.0,0.0,31847.0,,0.0,1.0,2.0,2.0,,,3.0,,0.0,1.0,2.0,1.0,2019030898,1,1,2019.0,1.0
46.0,16.0,,2.0,1,8641429.0,641948.0,,444300.0,,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,2019022576,1,1,2019.0,1.0
39.0,12.0,,2.0,1,2145203.0,95170.0,,55200.0,,1.0,1.0,2.0,1.0,,,2.0,,,,1.0,1.0,2019020619,2,1,2019.0,1.0
56.0,6.0,30000.0,2.0,0,81631.0,65988.0,0.0,20054.0,4300.0,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019012142,2,0,2019.0,0.0
50.0,6.0,40000.0,3.0,0,332840.0,68388.125,0.0,63600.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019032431,1,1,2019.0,0.0
39.0,9.0,,4.0,0,376580.0,-3181.25,62790.0,28720.0,,0.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,1.0,2.0,2019026103,1,1,2019.0,1.0
20.0,16.0,,5.0,0,1674359.0,154518.0,370000.0,70596.0,,0.0,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,2013020165,4,0,2019.0,0.0
56.0,15.0,,2.0,0,910698.94,73250.5,,48500.0,,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,,1.0,1.0,2019014240,1,1,2019.0,1.0
38.0,9.0,,2.0,0,433470.0,51609.9,0.0,66400.0,18600.0,0.0,1.0,2.0,3.0,,3.0,3.0,,,1.0,1.0,,2019032993,4,0,2019.0,1.0
29.0,15.0,60000.0,3.0,0,38290.0,86922.05,30000.0,36432.0,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2013020325,4,1,2019.0,0.0
35.0,16.0,60000.0,2.0,1,2721670.0,200905.0,900000.0,155920.0,,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,2019001926,1,0,2019.0,0.0
45.0,9.0,,2.0,0,131584.0,87761.35,0.0,39246.0,,0.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,1.0,1.0,2017038339,2,0,2019.0,1.0
18.0,12.0,,3.0,0,958360.0,90316.0,0.0,64820.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019001071,3,0,2019.0,0.0
56.0,6.0,11000.0,2.0,0,88662.0,13720.0,0.0,77260.0,40000.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,,0.0,0.0,2.0,1.0,2013011753,1,0,2019.0,1.0
35.0,9.0,,3.0,0,147955.0,88213.5,30000.0,97260.0,,0.0,1.0,2.0,2.0,,,3.0,,,0.0,1.0,1.0,2019015579,2,0,2019.0,1.0
20.0,16.0,,3.0,0,264945.0,60750.0,0.0,41730.0,,0.0,1.0,1.0,1.0,,,4.0,,,0.0,1.0,1.0,2015030354,4,0,2019.0,0.0
50.0,12.0,45000.0,3.0,1,86610.0,52110.0,10000.0,304420.0,85000.0,0.0,1.0,2.0,2.0,,5.0,3.0,,0.0,0.0,1.0,1.0,2019001119,2,0,2019.0,1.0
19.0,12.0,,3.0,0,8877.0,0.0,,24568.0,,1.0,0.0,1.0,1.0,,,3.0,,,,1.0,1.0,2013027577,3,0,2019.0,0.0
40.0,9.0,60000.0,1.0,0,590037.0,110010.4,0.0,53226.0,,1.0,1.0,3.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013018886,2,0,2019.0,0.0
20.0,15.0,,3.0,2,658324.0,117060.0,0.0,229266.0,30000.0,1.0,0.0,1.0,1.0,,5.0,4.0,,,,1.0,1.0,2019004579,3,0,2019.0,0.0
18.0,12.0,,5.0,0,1881260.0,1702.5,0.0,125875.0,,1.0,1.0,1.0,2.0,,,3.0,,,0.0,1.0,1.0,2019026162,3,0,2019.0,0.0
60.0,12.0,,1.0,0,2406253.5,307625.0,0.0,83694.0,,0.0,,2.0,2.0,,2.0,1.0,1.0,0.0,,1.0,1.0,2013026363,2,0,2019.0,1.0
21.0,16.0,,4.0,1,559598.0,79442.0,100000.0,38695.0,,0.0,1.0,1.0,3.0,,3.0,3.0,,,0.0,1.0,1.0,2013025704,3,0,2019.0,0.0
29.0,9.0,,4.0,0,102636.0,74026.0,0.0,83677.0,,1.0,0.0,2.0,2.0,,,3.0,,,,1.0,1.0,2017012584,3,0,2019.0,1.0
31.0,16.0,350000.0,2.0,0,9775118.0,646650.0,,670304.0,,1.0,0.0,2.0,2.0,,2.0,1.0,1.0,1.0,,2.0,1.0,2019000359,2,0,2019.0,0.0
49.0,9.0,,3.0,0,180382.0,52722.0,0.0,79320.0,4500.0,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,3.0,1.0,2019012604,2,0,2019.0,1.0
21.0,12.0,,5.0,0,249516.0,4006.0,0.0,19144.0,,1.0,1.0,1.0,2.0,,3.0,3.0,,,0.0,1.0,1.0,2013002560,5,0,2019.0,1.0
33.0,16.0,150000.0,2.0,1,1199100.0,311290.0,157600.0,194700.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2019024234,2,1,2019.0,1.0
47.0,0.0,9000.0,3.0,0,235540.0,38715.75,0.0,40442.0,9000.0,1.0,1.0,2.0,1.0,0.0,5.0,4.0,,0.0,0.0,1.0,1.0,2015023210,1,0,2019.0,1.0
37.0,15.0,30000.0,2.0,1,280015.0,40016.625,82000.0,243585.0,,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,,1.0,1.0,2019008628,1,1,2019.0,1.0
33.0,15.0,,2.0,1,3021393.0,285212.6,0.0,45600.0,,0.0,1.0,2.0,1.0,1.0,5.0,3.0,,0.0,0.0,1.0,1.0,2019002205,1,1,2019.0,0.0
33.0,12.0,108000.0,2.0,1,550078.0,164840.0,80000.0,258298.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2019005252,1,1,2019.0,0.0
53.0,9.0,,4.0,2,4032792.0,130272.66,100000.0,503921.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019029367,1,1,2019.0,1.0
42.0,9.0,,3.0,1,345073.0,99422.0,0.0,154662.0,,1.0,0.0,2.0,1.0,1.0,6.0,3.0,,0.0,,1.0,1.0,2019018995,1,1,2019.0,1.0
49.0,6.0,,3.0,2,256050.0,53364.0,30000.0,301600.0,,1.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2013024082,6,0,2019.0,0.0
53.0,9.0,,3.0,0,472970.0,120000.0,36000.0,91600.0,,0.0,1.0,2.0,3.0,,,3.0,,,0.0,1.0,1.0,2019003689,1,1,2019.0,0.0
18.0,12.0,,3.0,1,3361100.0,26900.0,,288500.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2013004428,4,0,2019.0,0.0
23.0,9.0,12000.0,4.0,0,134500.0,66270.0,0.0,15500.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2019018449,3,0,2019.0,1.0
29.0,9.0,,3.0,0,574000.0,278740.0,,75510.0,,0.0,0.0,2.0,1.0,1.0,,,,0.0,,2.0,1.0,2019011222,1,0,2019.0,0.0
35.0,15.0,90000.0,2.0,0,78400.0,90035.0,0.0,97736.0,,1.0,,2.0,1.0,1.0,,,,1.0,,2.0,1.0,2013020493,1,1,2019.0,0.0
20.0,16.0,,3.0,0,55315.0,13932.75,25001.0,53577.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019009066,3,0,2019.0,0.0
29.0,12.0,,4.0,0,984862.0,192940.0,152000.0,49297.0,,1.0,1.0,1.0,1.0,,5.0,4.0,,,,1.0,1.0,2015029278,1,0,2019.0,1.0
32.0,15.0,,2.0,1,2231013.0,219767.0,250000.0,186550.0,,0.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2019009839,1,1,2019.0,0.0
51.0,6.0,,2.0,0,1343470.1,20700.0,,36460.0,,0.0,1.0,2.0,3.0,,2.0,4.0,,0.0,0.0,1.0,1.0,2015030374,4,1,2019.0,1.0
17.0,12.0,,4.0,0,69785.0,52200.0,0.0,200800.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,2.0,2013004203,24,0,2019.0,0.0
20.0,16.0,,4.0,0,353000.0,33309.547,6000.0,76260.0,,0.0,0.0,1.0,2.0,,,2.0,,,,1.0,1.0,2013020816,3,0,2019.0,0.0
19.0,15.0,,3.0,0,884126.0,67368.0,0.0,49520.0,,0.0,1.0,1.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2019031817,3,0,2019.0,0.0
53.0,15.0,,2.0,0,1020152.0,22800.0,800000.0,160085.0,27000.0,0.0,0.0,3.0,2.0,,4.0,2.0,,,,1.0,1.0,2017031177,1,1,2019.0,1.0
22.0,15.0,20400.0,4.0,0,745882.0,96420.0,0.0,52050.0,,1.0,0.0,1.0,2.0,,,,,0.0,,1.0,1.0,2019018316,3,0,2019.0,1.0
44.0,9.0,,3.0,0,209270.0,3000.0,0.0,85541.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2019026902,2,1,2019.0,1.0
45.0,9.0,,3.0,0,26300.0,35.0,50000.0,62300.0,,0.0,0.0,2.0,2.0,,,,,,,2.0,1.0,2019025288,1,0,2019.0,0.0
44.0,6.0,,4.0,1,241612.0,91716.0,20000.0,65685.0,,0.0,1.0,2.0,1.0,,,3.0,,,0.0,1.0,1.0,2019029559,1,0,2019.0,1.0
17.0,12.0,,4.0,1,940470.0,103120.0,8000.0,91308.0,,0.0,1.0,,1.0,,,3.0,,,,1.0,1.0,2013003884,4,0,2019.0,0.0
54.0,9.0,,2.0,0,255957.0,13594.0,0.0,24560.0,,1.0,1.0,2.0,2.0,,,3.0,,,0.0,1.0,1.0,2013017187,2,1,2019.0,1.0
16.0,12.0,,3.0,0,255627.0,88010.0,0.0,56641.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2013021696,3,0,2019.0,0.0
41.0,9.0,30000.0,2.0,0,1854650.0,37970.35,140000.0,65690.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019029902,1,1,2019.0,1.0
21.0,9.0,36000.0,6.0,0,503633.0,117040.0,100000.0,87000.0,,0.0,1.0,1.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2019022899,6,0,2019.0,1.0
54.0,6.0,,2.0,0,50300.0,-13502.0,20000.0,49822.0,,1.0,1.0,2.0,2.0,,,,,,0.0,1.0,1.0,2015008505,1,0,2019.0,0.0
43.0,16.0,,2.0,0,1804370.0,258689.3,400000.0,187200.0,,1.0,0.0,2.0,1.0,,2.0,1.0,,0.0,,2.0,1.0,2019022722,2,1,2019.0,0.0
23.0,16.0,15000.0,4.0,0,412716.0,243385.0,52000.0,27960.0,,1.0,1.0,1.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2013013452,3,0,2019.0,0.0
41.0,16.0,28800.0,1.0,1,384068.0,40141.0,,60544.0,,0.0,0.0,3.0,1.0,,2.0,1.0,1.0,1.0,,3.0,1.0,2013005889,1,1,2019.0,1.0
24.0,15.0,,4.0,0,1786788.0,133966.0,201500.0,73090.0,,1.0,1.0,2.0,1.0,,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2013014237,1,0,2019.0,0.0
36.0,12.0,75000.0,2.0,0,145527.52,240650.0,0.0,164602.0,,0.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2013023696,32,1,2019.0,1.0
25.0,9.0,15945.0,3.0,0,83910.0,15945.948,20000.0,100850.0,,1.0,1.0,1.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2013020956,3,0,2019.0,1.0
57.0,9.0,,2.0,0,41065.0,25087.5,0.0,36490.0,,1.0,1.0,2.0,1.0,1.0,,,,0.0,0.0,2.0,1.0,2019010277,1,1,2019.0,0.0
26.0,9.0,54000.0,4.0,0,336425.0,108714.6,0.0,62809.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019014215,4,0,2019.0,0.0
28.0,15.0,,2.0,1,242824.0,175.0,,192940.0,,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,2019022804,1,1,2019.0,0.0
44.0,6.0,12000.0,3.0,0,504351.0,45261.89,0.0,60360.0,,0.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2019028936,1,1,2019.0,1.0
51.0,9.0,,3.0,0,433592.0,95580.0,0.0,39060.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,1.0,1.0,2015033721,1,1,2019.0,1.0
22.0,15.0,33600.0,1.0,0,1110831.0,129630.0,0.0,48911.0,,1.0,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013018490,3,0,2019.0,0.0
53.0,9.0,,2.0,0,595553.0,18486.5,0.0,15612.0,,1.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,1.0,1.0,2013023690,1,1,2019.0,1.0
44.0,6.0,,5.0,0,386771.0,84051.0,0.0,43850.0,7000.0,1.0,1.0,2.0,3.0,,3.0,3.0,,,1.0,1.0,1.0,2019030245,2,0,2019.0,1.0
30.0,16.0,,1.0,1,8878876.0,194885.0,1200000.0,205579.0,,1.0,,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2019022053,1,1,2019.0,0.0
17.0,12.0,,3.0,0,902580.0,109016.0,,76174.0,,0.0,0.0,,1.0,,,2.0,,,,1.0,1.0,2019004894,4,0,2019.0,0.0
41.0,15.0,40000.0,2.0,1,2534716.0,110345.0,142948.0,113420.0,,1.0,0.0,2.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,2015002600,1,1,2019.0,1.0
18.0,16.0,,3.0,0,526915.0,30940.0,,53790.0,,0.0,,1.0,1.0,,,2.0,,,,1.0,2.0,2013018911,4,0,2019.0,0.0
21.0,16.0,,3.0,0,900099.0,143518.0,,73975.0,,0.0,0.0,1.0,1.0,,,4.0,,,,1.0,1.0,2013006893,4,0,2019.0,0.0
29.0,15.0,,2.0,2,1933000.0,-499930.0,,147740.0,,0.0,0.0,2.0,1.0,1.0,,,,0.0,,1.0,1.0,2019022981,1,0,2019.0,1.0
34.0,9.0,60000.0,2.0,1,94500.0,60175.0,,132300.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2019032135,2,1,2019.0,1.0
20.0,16.0,,4.0,0,306188.0,104390.0,0.0,285330.0,,0.0,1.0,1.0,1.0,,,4.0,,,,1.0,1.0,2019025250,4,0,2019.0,0.0
21.0,16.0,,3.0,1,3265125.0,-11650.0,0.0,290805.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,2019028875,3,0,2019.0,0.0
39.0,6.0,,2.0,0,12466.0,396390.0,4500.0,25450.0,,0.0,1.0,2.0,3.0,,5.0,3.0,,,0.0,1.0,1.0,2013024508,22,0,2019.0,1.0
16.0,12.0,,3.0,1,442060.0,16300.0,100000.0,81910.0,,0.0,1.0,,1.0,,3.0,3.0,,,0.0,1.0,1.0,2015033929,4,0,2019.0,0.0
56.0,16.0,,2.0,1,3631370.0,-299930.0,622443.0,780996.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,2.0,1.0,2019025312,1,1,2019.0,0.0
39.0,6.0,,4.0,1,1356467.0,158550.0,50000.0,163774.0,,0.0,1.0,2.0,1.0,,,,,0.0,0.0,1.0,2.0,2013014051,6,0,2019.0,0.0
18.0,12.0,,5.0,0,50136.0,106700.0,0.0,59400.0,,0.0,1.0,1.0,2.0,,,3.0,,,0.0,1.0,1.0,2019022953,5,0,2019.0,0.0
24.0,16.0,12000.0,1.0,0,81190.0,49870.0,0.0,65840.0,,1.0,1.0,2.0,1.0,1.0,,3.0,,0.0,0.0,2.0,1.0,2019024938,1,1,2019.0,0.0
26.0,12.0,,2.0,0,1286158.0,12000.0,0.0,151700.0,,0.0,1.0,2.0,2.0,0.0,3.0,3.0,,,0.0,1.0,1.0,2019018343,1,1,2019.0,0.0
39.0,15.0,14400.0,3.0,0,250647.0,54801.75,16001.0,67780.0,,1.0,1.0,2.0,1.0,1.0,,3.0,,0.0,0.0,1.0,1.0,2015005405,24,1,2019.0,0.0
25.0,15.0,,4.0,0,157292.0,70035.35,141200.0,30639.0,,0.0,1.0,1.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013026621,5,0,2019.0,0.0
18.0,12.0,,4.0,1,272410.0,150250.0,240000.0,35652.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019026992,3,0,2019.0,0.0
36.0,6.0,109200.0,3.0,1,3662106.0,206900.0,900000.0,571105.0,,1.0,0.0,2.0,1.0,1.0,,2.0,,0.0,,1.0,1.0,2019031465,1,0,2019.0,1.0
20.0,12.0,,3.0,2,11266714.0,4028492.8,0.0,577972.0,,0.0,1.0,1.0,2.0,,,4.0,,,0.0,1.0,1.0,2019022151,1,0,2019.0,0.0
35.0,12.0,23800.0,1.0,1,199400.0,31919.0,0.0,25665.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2019032190,3,1,2019.0,1.0
25.0,16.0,,5.0,1,1683919.0,160035.0,100000.0,123700.0,,1.0,0.0,1.0,1.0,,,,,,0.0,2.0,1.0,2019023944,5,0,2019.0,0.0
20.0,16.0,,3.0,1,1462294.0,64912.0,0.0,77896.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2013026098,3,0,2019.0,0.0
35.0,9.0,,2.0,0,8544.0,1390.7,3000.0,285250.0,40000.0,1.0,1.0,2.0,2.0,,,3.0,,,1.0,3.0,1.0,2019023327,1,1,2019.0,1.0
45.0,9.0,,2.0,0,222915.0,6925.0,0.0,56065.0,7000.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,,0.0,,2.0,1.0,2019029231,1,1,2019.0,0.0
24.0,12.0,48000.0,3.0,0,369956.0,166370.0,0.0,35900.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2019033737,1,0,2019.0,1.0
25.0,12.0,,3.0,0,528071.0,,0.0,28206.0,,0.0,,2.0,1.0,,,3.0,,,0.0,1.0,2.0,2019018384,3,0,2019.0,0.0
18.0,12.0,,2.0,0,41543.0,44860.0,0.0,35726.0,,1.0,1.0,1.0,1.0,,,4.0,,,0.0,3.0,1.0,2015014171,3,0,2019.0,0.0
34.0,6.0,,2.0,0,321741.0,107647.34,0.0,69943.0,,0.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2019030175,4,0,2019.0,0.0
45.0,16.0,40000.0,3.0,1,920629.0,143949.0,0.0,109803.0,,1.0,0.0,2.0,1.0,,2.0,2.0,1.0,0.0,,1.0,1.0,2015035592,2,0,2019.0,1.0
